CVE,CVE URL,Publish Date,Last Update Date,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Access Complexity,Authentication,Gained Access,Vulnerability Types,CWE,Affected Product Versions,Bugzilla URLs,Bugzilla IDs,Advisory URLs,Advisory IDs,Advisory Info,Git URLs,Git Commit Hashes,SVN URLs,SVN Revision Numbers
CVE-2012-6092,https://www.cvedetails.com/cve/CVE-2012-6092,2013-04-21,2016-11-28,4.3,None,Partial,None,Medium,Not required,None,"[""Cross Site Scripting""]",79,,,,,,,,,,
CVE-2012-4458,https://www.cvedetails.com/cve/CVE-2012-4458,2013-03-13,2013-03-19,5.0,None,None,Partial,Low,Not required,None,"[""Denial Of Service""]",189,,,,,,,,,"[""https://svn.apache.org/viewvc?view=revision&revision=1453031""]","[""1453031""]"
CVE-2013-0177,https://www.cvedetails.com/cve/CVE-2013-0177,2014-01-30,2018-05-18,3.5,None,Partial,None,Medium,Single system,None,"[""Cross Site Scripting""]",79,,,,,,,,,,
CVE-2013-0267,https://www.cvedetails.com/cve/CVE-2013-0267,2018-02-21,2019-07-29,6.5,Partial,Partial,Partial,Low,Single system,None,"[""Denial Of Service"", ""Gain privileges"", ""Cross Site Scripting""]",20,,,,,,,"[""https://github.com/apache/vcl/commit/56c0f040056d6ad8693b20cfd3351367c2ffeabc#diff-2567a5ec9705eb7ac2c984033e06189d""]","[""56c0f040056d6ad8693b20cfd3351367c2ffeabc""]",,
CVE-2014-3522,https://www.cvedetails.com/cve/CVE-2014-3522,2014-08-19,2018-10-30,4.0,Partial,Partial,None,High,Not required,None,,297,,,,,,,,,,
CVE-2014-3627,https://www.cvedetails.com/cve/CVE-2014-3627,2014-12-05,2014-12-05,5.0,Partial,None,None,Low,Not required,None,,59,,,,,,,,,,
CVE-2014-1881,https://www.cvedetails.com/cve/CVE-2014-1881,2014-03-02,2014-03-03,7.5,Partial,Partial,Partial,Low,Not required,None,"[""Bypass a restriction or similar""]",264,,,,,,,,,,
CVE-2014-3501,https://www.cvedetails.com/cve/CVE-2014-3501,2014-11-15,2014-11-17,4.3,None,Partial,None,Medium,Not required,None,"[""Bypass a restriction or similar""]",254,,,,,,,,,,
CVE-2016-0733,https://www.cvedetails.com/cve/CVE-2016-0733,2016-04-12,2016-04-18,7.5,Partial,Partial,Partial,Low,Not required,None,"[""Bypass a restriction or similar""]",287,,,,,,,,,,
CVE-2016-0956,https://www.cvedetails.com/cve/CVE-2016-0956,2016-02-10,2018-10-09,7.8,Complete,None,None,Low,Not required,None,"[""Obtain Information""]",200,,,,,,,,,,
CVE-2016-0763,https://www.cvedetails.com/cve/CVE-2016-0763,2016-02-24,2018-06-01,6.5,Partial,Partial,Partial,Low,Single system,None,"[""Denial Of Service"", ""Bypass a restriction or similar""]",264,,,,,,,,,"[""https://svn.apache.org/viewvc?view=revision&revision=1725931"", ""https://svn.apache.org/viewvc?view=revision&revision=1725929"", ""https://svn.apache.org/viewvc?view=revision&revision=1725926""]","[""1725931"", ""1725929"", ""1725926""]"
CVE-2016-0735,https://www.cvedetails.com/cve/CVE-2016-0735,2016-04-11,2016-04-19,6.5,Partial,Partial,Partial,Low,Single system,None,"[""Bypass a restriction or similar""]",264,,,,,,,,,,
CVE-2017-5640,https://www.cvedetails.com/cve/CVE-2017-5640,2017-07-10,2017-07-17,7.5,Partial,Partial,Partial,Low,Not required,None,,287,,,,,,,,,,
CVE-2017-5649,https://www.cvedetails.com/cve/CVE-2017-5649,2017-04-04,2017-04-11,4.0,Partial,None,None,Low,Single system,None,"[""Obtain Information""]",200,,,,,,,,,,
CVE-2017-5643,https://www.cvedetails.com/cve/CVE-2017-5643,2017-03-16,2019-05-24,5.8,Partial,Partial,None,Medium,Not required,None,,918,,,,,,,,,,
CVE-2017-5641,https://www.cvedetails.com/cve/CVE-2017-5641,2017-12-28,2019-05-13,7.5,Partial,Partial,Partial,Low,Not required,None,"[""Execute Code""]",502,,,,,,,,,,
CVE-2018-1302,https://www.cvedetails.com/cve/CVE-2018-1302,2018-03-26,2019-08-15,4.3,None,None,Partial,Medium,Not required,None,,476,"{""Http Server"": [""2.4.29""]}",,,"[""https://httpd.apache.org/security/vulnerabilities_24.html""]","[""APACHE-2.4""]",,,,,
CVE-2018-8005,https://www.cvedetails.com/cve/CVE-2018-8005,2018-08-29,2019-10-02,5.0,None,None,Partial,Low,Not required,None,,400,,,,,,,,,,
CVE-2018-8014,https://www.cvedetails.com/cve/CVE-2018-8014,2018-05-16,2019-10-02,7.5,Partial,Partial,Partial,Low,Not required,None,,1188,,,,,,,,,,
CVE-2018-8007,https://www.cvedetails.com/cve/CVE-2018-8007,2018-07-11,2019-05-13,9.0,Complete,Complete,Complete,Low,Single system,None,"[""Execute Code"", ""Gain privileges"", ""Bypass a restriction or similar""]",20,,,,,,,,,,
CVE-2019-10076,https://www.cvedetails.com/cve/CVE-2019-10076,2019-05-20,2019-05-23,4.3,None,Partial,None,Medium,Not required,None,"[""Cross Site Scripting""]",79,,,,,,,,,,
CVE-2019-10088,https://www.cvedetails.com/cve/CVE-2019-10088,2019-08-02,2019-08-12,6.8,Partial,Partial,Partial,Medium,Not required,None,"[""Overflow""]",119,,,,,,,,,,
CVE-2019-10078,https://www.cvedetails.com/cve/CVE-2019-10078,2019-05-20,2019-05-23,4.3,None,Partial,None,Medium,Not required,None,"[""Cross Site Scripting""]",79,,,,,,,,,,
CVE-2019-0227,https://www.cvedetails.com/cve/CVE-2019-0227,2019-05-01,2019-05-03,5.4,Partial,Partial,Partial,Medium,Not required,None,,918,,,,,,,,,,
