CVE,CVE URL,Publish Date,Last Update Date,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Access Complexity,Authentication,Gained Access,Vulnerability Types,CWE,Affected Product Versions,Bugzilla URLs,Bugzilla IDs,Advisory URLs,Advisory IDs,Advisory Info,Git URLs,Git Commit Hashes,SVN URLs,SVN Revision Numbers
CVE-2005-0150,https://www.cvedetails.com/cve/CVE-2005-0150,2005-05-26,2017-10-10,5.0,None,Partial,None,Low,Not required,None,"[""Execute Code""]",,"{""Firefox"": [""0.8"", ""0.9"", ""0.9.1"", ""0.9.2"", ""0.9.3"", ""0.10"", ""0.10.1"", ""1.0""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=265668""]","[""265668""]","[""https://www.mozilla.org/security/announce/mfsa2005-12.html""]","[""MFSA-2005-12""]","{""MFSA-2005-12"": {""Announced"": ""2005-01-21"", ""Reporter"": ""Omar Khan"", ""Impact"": ""High"", ""Products"": [""Firefox""], ""Fixed In"": [""Firefox 1""]}}",,,,
CVE-2004-1639,https://www.cvedetails.com/cve/CVE-2004-1639,2004-10-26,2017-07-10,5.0,None,None,Partial,Low,Not required,None,"[""Denial Of Service""]",,"{""Firefox"": [""0.10""], ""Gecko"": [""2004-09-13""], ""Mozilla"": [""5.0""]}",,,,,,,,,
CVE-2006-1723,https://www.cvedetails.com/cve/CVE-2006-1723,2006-04-14,2018-10-18,7.5,Partial,Partial,Partial,Low,Not required,User,"[""Denial Of Service"", ""Execute Code""]",,"{""Firefox"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.5"", ""1.5.0.1"", ""Preview Release""], ""Seamonkey"": [""1.0""], ""Thunderbird"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.5"", ""1.5.0.1""]}",,,"[""https://www.mozilla.org/security/announce/2006/mfsa2006-20.html""]","[""MFSA-2006-20""]","{""MFSA-2006-20"": {""Announced"": ""2006-04-13"", ""Reporter"": ""various"", ""Impact"": ""Critical"", ""Products"": [""Firefox"", ""SeaMonkey"", ""Thunderbird""], ""Fixed In"": [""Firefox 1.5.0.2"", ""SeaMonkey 1.0.1"", ""Thunderbird 1.5.0.2""]}}",,,,
CVE-2006-1727,https://www.cvedetails.com/cve/CVE-2006-1727,2006-04-14,2018-10-18,7.6,Complete,Complete,Complete,High,Not required,Admin,"[""Gain privileges""]",,"{""Firefox"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7""], ""Mozilla Suite"": [""1.7.6"", ""1.7.7"", ""1.7.8"", ""1.7.10"", ""1.7.11"", ""1.7.12""], ""Seamonkey"": [""1.0""]}",,,"[""https://www.mozilla.org/security/announce/2006/mfsa2006-25.html""]","[""MFSA-2006-25""]","{""MFSA-2006-25"": {""Announced"": ""2006-04-13"", ""Reporter"": ""Georgi Guninski"", ""Impact"": ""Critical"", ""Products"": [""Firefox"", ""Mozilla Suite"", ""SeaMonkey"", ""Thunderbird""], ""Fixed In"": [""Firefox 1.0.8"", ""Firefox 1.5.0.2"", ""Mozilla Suite 1.7.13"", ""SeaMonkey 1.0.1"", ""Thunderbird 1.0.8"", ""Thunderbird 1.5.0.2""]}}",,,,
CVE-2006-1529,https://www.cvedetails.com/cve/CVE-2006-1529,2006-04-14,2018-10-18,7.5,Partial,Partial,Partial,Low,Not required,User,"[""Denial Of Service"", ""Execute Code""]",,"{""Firefox"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.5"", ""1.5.0.1"", ""Preview Release""], ""Seamonkey"": [""1.0""], ""Thunderbird"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.5"", ""1.5.0.1""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=315254""]","[""315254""]","[""https://www.mozilla.org/security/announce/2006/mfsa2006-20.html""]","[""MFSA-2006-20""]","{""MFSA-2006-20"": {""Announced"": ""2006-04-13"", ""Reporter"": ""various"", ""Impact"": ""Critical"", ""Products"": [""Firefox"", ""SeaMonkey"", ""Thunderbird""], ""Fixed In"": [""Firefox 1.5.0.2"", ""SeaMonkey 1.0.1"", ""Thunderbird 1.5.0.2""]}}",,,,
CVE-2005-4809,https://www.cvedetails.com/cve/CVE-2005-4809,2005-12-31,2017-07-19,5.0,None,Partial,None,Low,Not required,None,,,"{""Firefox"": [""0.8"", ""0.9"", ""0.9.1"", ""0.9.2"", ""0.9.3"", ""0.10"", ""0.10.1"", ""1.0"", ""1.0.1"", ""Preview Release""], ""Mozilla"": [""1.7.3"", ""1.7.4"", ""1.7.5"", ""1.7.6""], ""Thunderbird"": [""0.6"", ""0.7"", ""0.7.1"", ""0.7.2"", ""0.7.3"", ""0.8"", ""0.9"", ""1.0"", ""1.0.1""]}",,,,,,,,,
CVE-2006-0914,https://www.cvedetails.com/cve/CVE-2006-0914,2006-02-28,2018-10-18,5.5,None,Partial,Partial,Low,Single system,None,,20,"{""Bugzilla"": [""2.16.10"", ""2.17"", ""2.17.4"", ""2.17.5"", ""2.17.6"", ""2.17.7"", ""2.18"", ""2.18.1"", ""2.18.2"", ""2.18.3"", ""2.18.4"", ""2.20""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=312498""]","[""312498""]",,,,,,,
CVE-2006-0915,https://www.cvedetails.com/cve/CVE-2006-0915,2006-02-28,2008-09-05,7.5,Partial,Partial,Partial,Low,Not required,User,,,"{""Bugzilla"": [""2.16.10""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=313441""]","[""313441""]",,,,,,,
CVE-2006-5783,https://www.cvedetails.com/cve/CVE-2006-5783,2006-11-07,2018-10-17,7.8,None,None,Complete,Low,Not required,None,"[""Denial Of Service""]",,"{""Firefox"": [""1.5.0.7""]}",,,,,,,,,
CVE-2007-0802,https://www.cvedetails.com/cve/CVE-2007-0802,2007-02-07,2018-10-16,6.4,Partial,Partial,None,Low,Not required,None,"[""Bypass a restriction or similar""]",264,"{""Firefox"": [""2.0.0.1""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=367538""]","[""367538""]",,,,,,,
CVE-2006-6506,https://www.cvedetails.com/cve/CVE-2006-6506,2006-12-19,2008-09-05,4.3,Partial,None,None,Medium,Not required,None,,,"{""Firefox"": [""2.0""]}",,,"[""https://www.mozilla.org/security/announce/2006/mfsa2006-75.html""]","[""MFSA-2006-75""]","{""MFSA-2006-75"": {""Announced"": ""2006-12-19"", ""Reporter"": ""Jared Breland"", ""Impact"": ""Low"", ""Products"": [""Firefox""], ""Fixed In"": [""Firefox 2.0.0.1""]}}",,,,
CVE-2007-0995,https://www.cvedetails.com/cve/CVE-2007-0995,2007-02-26,2018-10-16,4.3,None,Partial,None,Medium,Not required,None,"[""Cross Site Scripting"", ""Bypass a restriction or similar""]",79,"{""Firefox"": [""1.5.0.10"", ""2.0"", ""2.0.0.1""], ""Seamonkey"": [""1.0.7""]}",,,"[""https://www.mozilla.org/security/announce/2007/mfsa2007-02.html""]","[""MFSA-2007-02""]","{""MFSA-2007-02"": {""Announced"": ""2007-02-23"", ""Reporter"": ""various"", ""Impact"": ""Low"", ""Products"": [""Firefox"", ""SeaMonkey""], ""Fixed In"": [""Firefox 1.5.0.10"", ""Firefox 2.0.0.2"", ""SeaMonkey 1.0.8""]}}",,,,
CVE-2007-0779,https://www.cvedetails.com/cve/CVE-2007-0779,2007-02-26,2018-10-16,6.4,Partial,Partial,None,Low,Not required,None,,,"{""Firefox"": [""0.8"", ""0.9 Rc"", ""0.9.1"", ""0.9.2"", ""0.9.3"", ""0.10"", ""0.10.1"", ""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.0.8"", ""1.5"", ""1.5.0.1"", ""1.5.0.2"", ""1.5.0.3"", ""1.5.0.4"", ""1.5.0.5"", ""1.5.0.6"", ""1.5.0.7"", ""1.5.0.8"", ""1.5.0.9"", ""1.5.6"", ""1.5.8"", ""2.0"", ""2.0.0.1""], ""Seamonkey"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.0.99""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=361298""]","[""361298""]","[""https://www.mozilla.org/security/announce/2007/mfsa2007-04.html""]","[""MFSA-2007-04""]","{""MFSA-2007-04"": {""Announced"": ""2007-02-23"", ""Reporter"": ""David Eckel"", ""Impact"": ""Low"", ""Products"": [""Firefox"", ""SeaMonkey""], ""Fixed In"": [""Firefox 1.5.0.10"", ""Firefox 2.0.0.2"", ""SeaMonkey 1.0.8""]}}",,,,
CVE-2007-0777,https://www.cvedetails.com/cve/CVE-2007-0777,2007-02-26,2019-10-09,9.3,Complete,Complete,Complete,Medium,Not required,Admin,"[""Denial Of Service"", ""Execute Code"", ""Overflow"", ""Memory corruption""]",119,"{""Firefox"": [""1.5"", ""1.5.0.1"", ""1.5.0.2"", ""1.5.0.3"", ""1.5.0.4"", ""1.5.0.5"", ""1.5.0.6"", ""1.5.0.7"", ""1.5.0.8"", ""1.5.0.9"", ""2.0"", ""2.0.0.1""], ""Seamonkey"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7""], ""Thunderbird"": [""0.1"", ""0.2"", ""0.3"", ""0.4"", ""0.5"", ""0.6"", ""0.7"", ""0.7.1"", ""0.7.2"", ""0.7.3"", ""0.8"", ""0.9"", ""1.0"", ""1.0.2"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.0.8"", ""1.1"", ""1.5"", ""1.5.0.2"", ""1.5.0.4"", ""1.5.0.5"", ""1.5.0.7"", ""1.5.0.8"", ""1.5.0.9""]}",,,"[""https://www.mozilla.org/security/announce/2007/mfsa2007-01.html""]","[""MFSA-2007-01""]","{""MFSA-2007-01"": {""Announced"": ""2007-02-23"", ""Reporter"": ""Mozilla developers and community"", ""Impact"": ""Critical"", ""Products"": [""Firefox"", ""SeaMonkey"", ""Thunderbird""], ""Fixed In"": [""Firefox 1.5.0.10"", ""Firefox 2.0.0.2"", ""SeaMonkey 1.0.8"", ""Thunderbird 1.5.0.10""]}}",,,,
CVE-2008-1240,https://www.cvedetails.com/cve/CVE-2008-1240,2008-03-27,2018-10-11,5.0,Partial,None,None,Low,Not required,None,,,"{""Firefox"": [""2.0.0.12""], ""Seamonkey"": [""1.1.8""]}",,,"[""https://www.mozilla.org/security/announce/2008/mfsa2008-18.html""]","[""MFSA-2008-18""]","{""MFSA-2008-18"": {""Announced"": ""2008-03-25"", ""Reporter"": ""Gregory Fleischer"", ""Impact"": ""High"", ""Products"": [""Firefox"", ""SeaMonkey""], ""Fixed In"": [""Firefox 2.0.0.13"", ""SeaMonkey 1.1.9""]}}",,,,
CVE-2007-5691,https://www.cvedetails.com/cve/CVE-2007-5691,2007-10-29,2018-10-15,4.3,None,None,Partial,Medium,Not required,None,"[""Denial Of Service""]",20,"{""Firefox"": [""2.0.0.7""]}",,,,,,,,,
CVE-2008-1241,https://www.cvedetails.com/cve/CVE-2008-1241,2008-03-27,2018-10-11,4.3,None,Partial,None,Medium,Not required,None,,59,"{""Firefox"": [""2.0.0.12""], ""Seamonkey"": [""1.1.8""]}",,,"[""https://www.mozilla.org/security/announce/2008/mfsa2008-19.html""]","[""MFSA-2008-19""]","{""MFSA-2008-19"": {""Announced"": ""2008-03-25"", ""Reporter"": ""Chris Thomas"", ""Impact"": ""High"", ""Products"": [""Firefox"", ""SeaMonkey""], ""Fixed In"": [""Firefox 2.0.0.13"", ""SeaMonkey 1.1.9""]}}",,,,
CVE-2008-0367,https://www.cvedetails.com/cve/CVE-2008-0367,2008-01-18,2018-10-26,5.0,None,Partial,None,Low,Not required,None,"[""Obtain Information""]",200,"{""Firefox"": [""2.0.0.11"", ""3.0""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=244273""]","[""244273""]",,,,,,,
CVE-2008-0415,https://www.cvedetails.com/cve/CVE-2008-0415,2008-02-08,2018-10-15,4.3,None,Partial,None,Medium,Not required,None,"[""Cross Site Scripting""]",79,"{""Firefox"": [""2.0.0.11""], ""Seamonkey"": [""1.1.7""], ""Thunderbird"": [""2.0.0.11""]}","[""https://bugzilla.mozilla.org/buglist.cgi?bug_id=386695,393761,393762,399298,407289,372075,363597""]","[""386695,393761,393762,399298,407289,372075,363597""]","[""https://www.mozilla.org/security/announce/2008/mfsa2008-03.html""]","[""MFSA-2008-03""]","{""MFSA-2008-03"": {""Announced"": ""2008-02-07"", ""Reporter"": ""moz_bug_r_a4, Boris Zbarsky"", ""Impact"": ""Critical"", ""Products"": [""Firefox"", ""SeaMonkey"", ""Thunderbird""], ""Fixed In"": [""Firefox 2.0.0.12"", ""SeaMonkey 1.1.8"", ""Thunderbird 2.0.0.12""]}}",,,,
CVE-2007-5896,https://www.cvedetails.com/cve/CVE-2007-5896,2007-11-08,2017-07-28,7.1,None,None,Complete,Medium,Not required,None,"[""Denial Of Service""]",399,"{""Firefox"": [""2.0.0.9""]}",,,,,,,,,
CVE-2008-5024,https://www.cvedetails.com/cve/CVE-2008-5024,2008-11-13,2018-11-02,7.5,Partial,Partial,Partial,Low,Not required,User,,91,"{""Firefox"": [""2.0"", ""2.0.0.1"", ""2.0.0.2"", ""2.0.0.3"", ""2.0.0.4"", ""2.0.0.5"", ""2.0.0.6"", ""2.0.0.7"", ""2.0.0.8"", ""2.0.0.9"", ""2.0.0.10"", ""2.0.0.11"", ""2.0.0.12"", ""2.0.0.13"", ""2.0.0.14"", ""2.0.0.15"", ""2.0.0.16"", ""2.0.0.17"", ""3.0"", ""3.0.1"", ""3.0.2"", ""3.0.3""], ""Seamonkey"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.0.8"", ""1.0.9"", ""1.1"", ""1.1.1"", ""1.1.2"", ""1.1.3"", ""1.1.4"", ""1.1.5"", ""1.1.6"", ""1.1.7"", ""1.1.8"", ""1.1.9"", ""1.1.10"", ""1.1.11"", ""1.1.12""], ""Thunderbird"": [""2.0"", ""2.0.0.0"", ""2.0.0.1"", ""2.0.0.2"", ""2.0.0.3"", ""2.0.0.4"", ""2.0.0.5"", ""2.0.0.6"", ""2.0.0.7"", ""2.0.0.8"", ""2.0.0.9"", ""2.0.0.11"", ""2.0.0.12"", ""2.0.0.13"", ""2.0.0.14"", ""2.0.0.15"", ""2.0.0.16"", ""2.0.0.17""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=453915""]","[""453915""]","[""https://www.mozilla.org/security/announce/2008/mfsa2008-58.html""]","[""MFSA-2008-58""]","{""MFSA-2008-58"": {""Announced"": ""2008-11-12"", ""Reporter"": ""Chris Evans"", ""Impact"": ""Low"", ""Products"": [""Firefox"", ""SeaMonkey"", ""Thunderbird""], ""Fixed In"": [""Firefox 2.0.0.18"", ""Firefox 3.0.4"", ""SeaMonkey 1.1.13"", ""Thunderbird 2.0.0.18""]}}",,,,
CVE-2009-0355,https://www.cvedetails.com/cve/CVE-2009-0355,2009-02-04,2017-09-28,5.4,Complete,None,None,High,Not required,None,,264,"{""Firefox"": [""0.1"", ""0.2"", ""0.3"", ""0.4"", ""0.5"", ""0.6"", ""0.6.1"", ""0.7"", ""0.7.1"", ""0.8"", ""0.9"", ""0.9 Rc"", ""0.9.1"", ""0.9.2"", ""0.9.3"", ""0.10"", ""0.10.1"", ""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.0.8"", ""1.5"", ""1.5.0.1"", ""1.5.0.2"", ""1.5.0.3"", ""1.5.0.4"", ""1.5.0.5"", ""1.5.0.6"", ""1.5.0.7"", ""1.5.0.8"", ""1.5.0.9"", ""1.5.0.10"", ""1.5.0.11"", ""1.5.0.12"", ""1.5.1"", ""1.5.2"", ""1.5.3"", ""1.5.4"", ""1.5.5"", ""1.5.6"", ""1.5.7"", ""1.5.8"", ""1.8"", ""2.0"", ""2.0 8"", ""2.0.0.1"", ""2.0.0.2"", ""2.0.0.3"", ""2.0.0.4"", ""2.0.0.5"", ""2.0.0.6"", ""2.0.0.7"", ""2.0.0.8"", ""2.0.0.9"", ""2.0.0.10"", ""2.0.0.11"", ""2.0.0.12"", ""2.0.0.13"", ""2.0.0.14"", ""2.0.0.15"", ""2.0.0.16"", ""2.0.0.17"", ""2.0.0.18"", ""2.0 .1"", ""2.0 .4"", ""2.0 .5"", ""2.0 .6"", ""2.0 .7"", ""2.0 .9"", ""2.0 .10"", ""3.0"", ""3.0.1"", ""3.0.2"", ""3.0.3"", ""3.0.4"", ""3.0.5""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=466937""]","[""466937""]","[""https://www.mozilla.org/security/announce/2009/mfsa2009-03.html""]","[""MFSA-2009-03""]","{""MFSA-2009-03"": {""Announced"": ""2009-02-03"", ""Reporter"": ""moz_bug_r_a4"", ""Impact"": ""High"", ""Products"": [""Firefox""], ""Fixed In"": [""Firefox 3.0.6""]}}",,,,
CVE-2009-0581,https://www.cvedetails.com/cve/CVE-2009-0581,2009-03-23,2018-10-10,4.3,None,None,Partial,Medium,Not required,None,"[""Denial Of Service""]",399,"{""Firefox"": [""3.1""]}",,,,,,,,,
CVE-2008-5505,https://www.cvedetails.com/cve/CVE-2008-5505,2008-12-17,2018-10-03,5.0,Partial,None,None,Low,Not required,None,"[""Bypass a restriction or similar""]",264,"{""Firefox"": [""3.0"", ""3.0.1"", ""3.0.2"", ""3.0.3"", ""3.0.4""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=295994""]","[""295994""]","[""https://www.mozilla.org/security/announce/2008/mfsa2008-63.html""]","[""MFSA-2008-63""]","{""MFSA-2008-63"": {""Announced"": ""2008-12-16"", ""Reporter"": ""Hish"", ""Impact"": ""Low"", ""Products"": [""Firefox""], ""Fixed In"": [""Firefox 3.0.5""]}}",,,,
