File Path,Topological Index,Parent Count,Vulnerable Commit Hash,Vulnerable Tag Name,Vulnerable Author Date,Vulnerable Changed Lines,Vulnerable File Functions,Vulnerable File Classes,Neutral Commit Hash,Neutral Tag Name,Neutral Author Date,Neutral Changed Lines,Neutral File Functions,Neutral File Classes,CVEs,Last Change Commit Hashes
posix/tst-spawn.c,24,1,c3a2ebe1f7541cc35937621e08c28ff88afd0845,glibc-2.20,2014-06-11 19:52:53,"[[170, 170], [225, 225], [227, 227], [255, 255]]","[{""Name"": ""do_prepare"", ""Signature"": ""do_prepare(int, char **)"", ""Lines"": [60, 80], ""Vulnerable"": ""No""}, {""Name"": ""handle_restart"", ""Signature"": ""handle_restart(const char *, const char *, const char *, const char *, const char *)"", ""Lines"": [83, 154], ""Vulnerable"": ""No""}, {""Name"": ""do_test"", ""Signature"": ""do_test(int, char **)"", ""Lines"": [157, 271], ""Vulnerable"": ""Yes""}]",,89e435f3559c53084498e9baad22172b64429362,glibc-2.20,2014-06-11 21:12:52,"[[171, 171], [226, 229], [232, 234], [263, 263]]","[{""Name"": ""do_prepare"", ""Signature"": ""do_prepare(int, char **)"", ""Lines"": [60, 80], ""Vulnerable"": ""No""}, {""Name"": ""handle_restart"", ""Signature"": ""handle_restart(const char *, const char *, const char *, const char *, const char *)"", ""Lines"": [83, 154], ""Vulnerable"": ""No""}, {""Name"": ""do_test"", ""Signature"": ""do_test(int, char **)"", ""Lines"": [157, 279], ""Vulnerable"": ""No""}]",,"[""CVE-2014-4043""]","[""d4697bc93dc27a7bbf275ce7dd351bb1bfcf28de""]"
nss/nss_files/files-XXX.c,25,1,c5c13355132e73578bbc0c612ddff964e6199747,glibc-2.20,2014-04-11 14:21:23,"[[201, 201], [202, 202], [204, 204]]","[{""Name"": ""internal_setent"", ""Signature"": ""internal_setent(int)"", ""Lines"": [71, 126], ""Vulnerable"": ""No""}, {""Name"": ""CONCAT"", ""Signature"": ""CONCAT(int, int)"", ""Lines"": [130, 151], ""Vulnerable"": ""No""}, {""Name"": ""internal_endent"", ""Signature"": ""internal_endent()"", ""Lines"": [155, 163], ""Vulnerable"": ""No""}, {""Name"": ""CONCAT"", ""Signature"": ""CONCAT(int, int)"", ""Lines"": [167, 180], ""Vulnerable"": ""No""}, {""Name"": ""get_contents"", ""Signature"": ""get_contents(char *, int, int *)"", ""Lines"": [191, 224], ""Vulnerable"": ""Yes""}, {""Name"": ""internal_getent"", ""Signature"": ""internal_getent(struct STRUCTURE *, char *, int, int *)"", ""Lines"": [227, 283], ""Vulnerable"": ""No""}, {""Name"": ""CONCAT"", ""Signature"": ""CONCAT(int, int)"", ""Lines"": [287, 344], ""Vulnerable"": ""No""}]",,ac60763eac3d43b7234dd21286ad3ec3f17957fc,glibc-2.20,2014-06-23 08:24:45,"[[200, 200], [202, 202], [205, 206]]","[{""Name"": ""internal_setent"", ""Signature"": ""internal_setent(int)"", ""Lines"": [71, 126], ""Vulnerable"": ""No""}, {""Name"": ""CONCAT"", ""Signature"": ""CONCAT(int, int)"", ""Lines"": [130, 151], ""Vulnerable"": ""No""}, {""Name"": ""internal_endent"", ""Signature"": ""internal_endent()"", ""Lines"": [155, 163], ""Vulnerable"": ""No""}, {""Name"": ""CONCAT"", ""Signature"": ""CONCAT(int, int)"", ""Lines"": [167, 180], ""Vulnerable"": ""No""}, {""Name"": ""get_contents"", ""Signature"": ""get_contents(char *, int, int *)"", ""Lines"": [191, 226], ""Vulnerable"": ""No""}, {""Name"": ""internal_getent"", ""Signature"": ""internal_getent(struct STRUCTURE *, char *, int, int *)"", ""Lines"": [229, 285], ""Vulnerable"": ""No""}, {""Name"": ""CONCAT"", ""Signature"": ""CONCAT(int, int)"", ""Lines"": [289, 346], ""Vulnerable"": ""No""}]",,"[""CVE-2015-5277""]","[""a1ffb40e32741f992c743e7b16c061fefa3747ac""]"
locale/findlocale.c,26,1,d183645616b0533b3acee28f1a95570bffbdf50f,glibc-2.20,2014-05-28 12:41:52,"[[19, 19], [59, 59], [68, 68], [76, 76], [80, 82], [84, 85], [88, 91], [93, 94], [100, 100]]",,,4e8f95a0df7c2300b830ec12c0ae1e161bc8a8a3,glibc-2.20,2014-05-12 13:24:12,"[[20, 20], [61, 99], [108, 108], [116, 116], [120, 122], [124, 127], [130, 132], [134, 135], [142, 148]]","[{""Name"": ""name_present"", ""Signature"": ""name_present(const char *)"", ""Lines"": [63, 67], ""Vulnerable"": ""No""}, {""Name"": ""valid_locale_name"", ""Signature"": ""valid_locale_name(const char *)"", ""Lines"": [71, 99], ""Vulnerable"": ""No""}]",,"[""CVE-2014-0475""]","[""a1ffb40e32741f992c743e7b16c061fefa3747ac""]"
localedata/tst-setlocale3.c,26,1,d183645616b0533b3acee28f1a95570bffbdf50f,glibc-2.20,2014-05-28 12:41:52,,"[{""Name"": ""setlocale_copy"", ""Signature"": ""setlocale_copy(int, const char *)"", ""Lines"": [26, 33], ""Vulnerable"": ""No""}, {""Name"": ""setlocale_fail"", ""Signature"": ""setlocale_fail(const char *)"", ""Lines"": [37, 53], ""Vulnerable"": ""No""}, {""Name"": ""setlocale_success"", ""Signature"": ""setlocale_success(const char *)"", ""Lines"": [55, 99], ""Vulnerable"": ""No""}, {""Name"": ""setlocale_ignore"", ""Signature"": ""setlocale_ignore(const char *)"", ""Lines"": [103, 140], ""Vulnerable"": ""No""}, {""Name"": ""do_test"", ""Signature"": ""do_test()"", ""Lines"": [142, 200], ""Vulnerable"": ""No""}]",,4e8f95a0df7c2300b830ec12c0ae1e161bc8a8a3,glibc-2.20,2014-05-12 13:24:12,"[[1, 203]]","[{""Name"": ""setlocale_copy"", ""Signature"": ""setlocale_copy(int, const char *)"", ""Lines"": [26, 33], ""Vulnerable"": ""No""}, {""Name"": ""setlocale_fail"", ""Signature"": ""setlocale_fail(const char *)"", ""Lines"": [37, 53], ""Vulnerable"": ""No""}, {""Name"": ""setlocale_success"", ""Signature"": ""setlocale_success(const char *)"", ""Lines"": [55, 99], ""Vulnerable"": ""No""}, {""Name"": ""setlocale_ignore"", ""Signature"": ""setlocale_ignore(const char *)"", ""Lines"": [103, 140], ""Vulnerable"": ""No""}, {""Name"": ""do_test"", ""Signature"": ""do_test()"", ""Lines"": [142, 200], ""Vulnerable"": ""No""}]",,"[""CVE-2014-0475""]",
iconv/gconv_trans.c,27,1,e4e7cfd287686d26fce2218ed5b2d383db5e338a,glibc-2.20,2014-08-26 12:44:23,"[[241, 319], [324, 417]]","[{""Name"": ""__gconv_transliterate"", ""Signature"": ""__gconv_transliterate(struct __gconv_step *, struct __gconv_step_data *, void *, const unsigned char *, const unsigned char **, const unsigned char *, unsigned char **, int *)"", ""Lines"": [32, 239], ""Vulnerable"": ""No""}, {""Name"": ""trans_compare"", ""Signature"": ""trans_compare(const void *, const void *)"", ""Lines"": [263, 270], ""Vulnerable"": ""Yes""}, {""Name"": ""open_translit"", ""Signature"": ""open_translit(struct known_trans *)"", ""Lines"": [275, 317], ""Vulnerable"": ""Yes""}]","[{""Name"": ""known_trans"", ""Signature"": ""known_trans"", ""Lines"": [244, 252], ""Kind"": ""Struct"", ""Vulnerable"": ""Yes""}]",a1a6a401ab0a3c9f15fb7eaebbdcee24192254e8,glibc-2.20,2014-08-26 17:38:59,"[[240, 240], [245, 248]]","[{""Name"": ""__gconv_transliterate"", ""Signature"": ""__gconv_transliterate(struct __gconv_step *, struct __gconv_step_data *, void *, const unsigned char *, const unsigned char **, const unsigned char *, unsigned char **, int *)"", ""Lines"": [32, 239], ""Vulnerable"": ""No""}]",,"[""CVE-2014-5119""]","[""d4697bc93dc27a7bbf275ce7dd351bb1bfcf28de""]"
iconvdata/ibm1364.c,28,1,a78b712d405b55405b425e9b1453745615483003,glibc-2.20,2014-09-02 21:39:04,"[[224, 224]]",,,41488498b6d9440ee66ab033808cce8323bba7ac,glibc-2.20,2014-09-03 17:45:43,"[[224, 225]]",,,"[""CVE-2014-6040"", ""CVE-2012-6656""]","[""13e402e77e70254dc5e940e1187880afcc829086""]"
iconvdata/ibm932.c,28,1,a78b712d405b55405b425e9b1453745615483003,glibc-2.20,2014-09-02 21:39:04,"[[76, 76], [80, 81]]",,,41488498b6d9440ee66ab033808cce8323bba7ac,glibc-2.20,2014-09-03 17:45:43,"[[77, 78], [82, 82]]",,,"[""CVE-2014-6040"", ""CVE-2012-6656""]","[""13e402e77e70254dc5e940e1187880afcc829086""]"
iconvdata/ibm933.c,28,1,a78b712d405b55405b425e9b1453745615483003,glibc-2.20,2014-09-02 21:39:04,"[[165, 165]]",,,41488498b6d9440ee66ab033808cce8323bba7ac,glibc-2.20,2014-09-03 17:45:43,"[[165, 165]]",,,"[""CVE-2014-6040"", ""CVE-2012-6656""]","[""13e402e77e70254dc5e940e1187880afcc829086""]"
iconvdata/ibm935.c,28,1,a78b712d405b55405b425e9b1453745615483003,glibc-2.20,2014-09-02 21:39:04,"[[165, 165]]",,,41488498b6d9440ee66ab033808cce8323bba7ac,glibc-2.20,2014-09-03 17:45:43,"[[165, 165]]",,,"[""CVE-2014-6040"", ""CVE-2012-6656""]","[""13e402e77e70254dc5e940e1187880afcc829086""]"
iconvdata/ibm937.c,28,1,a78b712d405b55405b425e9b1453745615483003,glibc-2.20,2014-09-02 21:39:04,"[[165, 165]]",,,41488498b6d9440ee66ab033808cce8323bba7ac,glibc-2.20,2014-09-03 17:45:43,"[[165, 165]]",,,"[""CVE-2014-6040"", ""CVE-2012-6656""]","[""13e402e77e70254dc5e940e1187880afcc829086""]"
iconvdata/ibm939.c,28,1,a78b712d405b55405b425e9b1453745615483003,glibc-2.20,2014-09-02 21:39:04,"[[165, 165]]",,,41488498b6d9440ee66ab033808cce8323bba7ac,glibc-2.20,2014-09-03 17:45:43,"[[165, 165]]",,,"[""CVE-2014-6040"", ""CVE-2012-6656""]","[""13e402e77e70254dc5e940e1187880afcc829086""]"
iconvdata/ibm943.c,28,1,a78b712d405b55405b425e9b1453745615483003,glibc-2.20,2014-09-02 21:39:04,"[[77, 77], [81, 82]]",,,41488498b6d9440ee66ab033808cce8323bba7ac,glibc-2.20,2014-09-03 17:45:43,"[[78, 79], [83, 83]]",,,"[""CVE-2014-6040"", ""CVE-2012-6656""]","[""13e402e77e70254dc5e940e1187880afcc829086""]"
posix/wordexp-test.c,29,1,130ac68ca25c9aa65e027e3e37337bc048205c69,glibc-2.21,2014-11-19 06:46:00,"[[29, 29], [208, 208], [260, 260], [369, 369], [380, 380]]","[{""Name"": ""command_line_test"", ""Signature"": ""command_line_test(const char *)"", ""Lines"": [216, 225], ""Vulnerable"": ""No""}, {""Name"": ""main"", ""Signature"": ""main(int, char **)"", ""Lines"": [227, 340], ""Vulnerable"": ""Yes""}, {""Name"": ""testit"", ""Signature"": ""testit(struct test_case_struct *)"", ""Lines"": [343, 437], ""Vulnerable"": ""Yes""}]","[{""Name"": ""test_case_struct"", ""Signature"": ""test_case_struct"", ""Lines"": [30, 39], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]",a39208bd7fb76c1b01c127b4c61f9bfd915bfe7c,glibc-2.21,2014-11-19 16:44:12,"[[30, 48], [228, 233], [286, 294], [404, 406], [418, 424]]","[{""Name"": ""register_fork"", ""Signature"": ""register_fork()"", ""Lines"": [43, 47], ""Vulnerable"": ""No""}, {""Name"": ""command_line_test"", ""Signature"": ""command_line_test(const char *)"", ""Lines"": [241, 250], ""Vulnerable"": ""No""}, {""Name"": ""main"", ""Signature"": ""main(int, char **)"", ""Lines"": [252, 374], ""Vulnerable"": ""No""}, {""Name"": ""testit"", ""Signature"": ""testit(struct test_case_struct *)"", ""Lines"": [377, 481], ""Vulnerable"": ""No""}]","[{""Name"": ""test_case_struct"", ""Signature"": ""test_case_struct"", ""Lines"": [49, 58], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""test_case_struct"", ""Signature"": ""test_case_struct"", ""Lines"": [49, 58], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]","[""CVE-2014-7817""]","[""d4697bc93dc27a7bbf275ce7dd351bb1bfcf28de""]"
posix/wordexp.c,29,1,130ac68ca25c9aa65e027e3e37337bc048205c69,glibc-2.21,2014-11-19 06:46:00,"[[895, 895], [2085, 2087], [2199, 2201], [2360, 2365]]","[{""Name"": ""w_newword"", ""Signature"": ""w_newword(int *, int *)"", ""Lines"": [86, 91], ""Vulnerable"": ""No""}, {""Name"": ""w_addchar"", ""Signature"": ""w_addchar(char *, int *, int *, char)"", ""Lines"": [93, 117], ""Vulnerable"": ""No""}]",,a39208bd7fb76c1b01c127b4c61f9bfd915bfe7c,glibc-2.21,2014-11-19 16:44:12,"[[896, 899], [2088, 2088], [2199, 2199], [2357, 2357]]","[{""Name"": ""w_newword"", ""Signature"": ""w_newword(int *, int *)"", ""Lines"": [86, 91], ""Vulnerable"": ""No""}, {""Name"": ""w_addchar"", ""Signature"": ""w_addchar(char *, int *, int *, char)"", ""Lines"": [93, 117], ""Vulnerable"": ""No""}]",,"[""CVE-2014-7817""]","[""a1ffb40e32741f992c743e7b16c061fefa3747ac""]"
resolv/nss_dns/dns-network.c,30,1,ae61fc7b33d9d99d2763c16de8275227dc9748ba,glibc-2.21,2014-12-16 03:20:25,"[[401, 402]]","[{""Name"": ""_nss_dns_getnetbyname_r"", ""Signature"": ""_nss_dns_getnetbyname_r(const char *, struct netent *, char *, int, int *, int *)"", ""Lines"": [108, 150], ""Vulnerable"": ""No""}, {""Name"": ""_nss_dns_getnetbyaddr_r"", ""Signature"": ""_nss_dns_getnetbyaddr_r(int, int, struct netent *, char *, int, int *, int *)"", ""Lines"": [153, 237], ""Vulnerable"": ""No""}, {""Name"": ""getanswer_r"", ""Signature"": ""getanswer_r(const querybuf *, int, struct netent *, char *, int, int *, int *, int)"", ""Lines"": [243, 469], ""Vulnerable"": ""Yes""}]","[{""Name"": ""querybuf"", ""Signature"": ""querybuf"", ""Lines"": [88, 92], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": ""querybuf"", ""Signature"": ""querybuf"", ""Lines"": [88, 92], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [114, 118], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [114, 118], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [160, 164], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [160, 164], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": ""net_data"", ""Signature"": ""net_data"", ""Lines"": [262, 266], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""net_data"", ""Signature"": ""net_data"", ""Lines"": [262, 266], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]",11e3417af6e354f1942c68a271ae51e892b2814d,glibc-2.21,2014-12-15 16:41:13,"[[401, 402]]","[{""Name"": ""_nss_dns_getnetbyname_r"", ""Signature"": ""_nss_dns_getnetbyname_r(const char *, struct netent *, char *, int, int *, int *)"", ""Lines"": [108, 150], ""Vulnerable"": ""No""}, {""Name"": ""_nss_dns_getnetbyaddr_r"", ""Signature"": ""_nss_dns_getnetbyaddr_r(int, int, struct netent *, char *, int, int *, int *)"", ""Lines"": [153, 237], ""Vulnerable"": ""No""}, {""Name"": ""getanswer_r"", ""Signature"": ""getanswer_r(const querybuf *, int, struct netent *, char *, int, int *, int *, int)"", ""Lines"": [243, 469], ""Vulnerable"": ""No""}]","[{""Name"": ""querybuf"", ""Signature"": ""querybuf"", ""Lines"": [88, 92], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": ""querybuf"", ""Signature"": ""querybuf"", ""Lines"": [88, 92], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [114, 118], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [114, 118], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [160, 164], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [160, 164], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": ""net_data"", ""Signature"": ""net_data"", ""Lines"": [262, 266], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""net_data"", ""Signature"": ""net_data"", ""Lines"": [262, 266], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]","[""CVE-2014-9402""]","[""ab09bf616ad527b249aca5f2a4956fd526f0712f""]"
localedata/xfrm-test.c,31,1,c60ec0e016f9e2444c7bc2703fc6b671a26f0f5e,glibc-2.21,2015-01-13 00:09:29,"[[25, 25], [26, 26], [39, 39], [47, 47], [62, 64], [86, 86], [88, 88], [89, 89]]","[{""Name"": ""main"", ""Signature"": ""main(int, char **)"", ""Lines"": [36, 131], ""Vulnerable"": ""Yes""}, {""Name"": ""xstrcmp"", ""Signature"": ""xstrcmp(const void *, const void *)"", ""Lines"": [134, 143], ""Vulnerable"": ""No""}]","[{""Name"": ""lines"", ""Signature"": ""lines"", ""Lines"": [28, 32], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]",0f9e585480edcdf1e30dc3d79e24b84aeee516fa,glibc-2.21,2015-01-13 06:03:56,"[[26, 26], [28, 29], [43, 43], [51, 62], [77, 79], [101, 118], [120, 125], [127, 129]]","[{""Name"": ""main"", ""Signature"": ""main(int, char **)"", ""Lines"": [39, 171], ""Vulnerable"": ""No""}, {""Name"": ""xstrcmp"", ""Signature"": ""xstrcmp(const void *, const void *)"", ""Lines"": [174, 183], ""Vulnerable"": ""No""}]","[{""Name"": ""lines"", ""Signature"": ""lines"", ""Lines"": [31, 35], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]","[""CVE-2015-8982""]","[""b168057aaacf1d149246d0eb3e84332492d35063""]"
string/strxfrm_l.c,31,1,c60ec0e016f9e2444c7bc2703fc6b671a26f0f5e,glibc-2.21,2015-01-13 00:09:29,"[[42, 42], [45, 45], [83, 83], [85, 86], [88, 96], [98, 98], [100, 106], [108, 108], [110, 111], [113, 114], [116, 126], [128, 131], [133, 139], [141, 170], [173, 174], [176, 180], [182, 182], [184, 186], [188, 190], [436, 439], [443, 443]]","[{""Name"": ""utf8_encode"", ""Signature"": ""utf8_encode(char *, int)"", ""Lines"": [50, 81], ""Vulnerable"": ""No""}, {""Name"": ""__strxfrm_l"", ""Signature"": ""__strxfrm_l(char *, const char *, int, int)"", ""Lines"": [85, 443], ""Vulnerable"": ""Yes""}]",,0f9e585480edcdf1e30dc3d79e24b84aeee516fa,glibc-2.21,2015-01-13 06:03:56,"[[43, 47], [51, 60], [99, 115], [117, 123], [125, 139], [141, 141], [142, 142], [144, 145], [147, 150], [152, 154], [156, 163], [165, 182], [184, 187], [189, 385], [388, 392], [394, 396], [397, 397], [399, 415], [417, 417], [662, 662], [667, 743]]","[{""Name"": ""utf8_encode"", ""Signature"": ""utf8_encode(char *, int)"", ""Lines"": [65, 96], ""Vulnerable"": ""No""}]","[{""Name"": """", ""Signature"": """", ""Lines"": [52, 60], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [52, 60], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]","[""CVE-2015-8982""]","[""b168057aaacf1d149246d0eb3e84332492d35063""]"
stdio-common/tst-sscanf.c,32,1,04cb913ddf67ac90da274dd32b6ceafd57ca36ca,glibc-2.21,2015-02-06 03:56:00,"[[235, 235]]","[{""Name"": ""main"", ""Signature"": ""main()"", ""Lines"": [127, 237], ""Vulnerable"": ""Yes""}]","[{""Name"": ""test"", ""Signature"": ""test"", ""Lines"": [67, 72], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""test"", ""Signature"": ""test"", ""Lines"": [67, 72], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""test2"", ""Signature"": ""test2"", ""Lines"": [114, 120], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""test2"", ""Signature"": ""test2"", ""Lines"": [114, 120], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]",5bd80bfe9ca0d955bfbbc002781bc7b01b6bcb06,glibc-2.21,2015-02-06 05:30:42,"[[236, 268]]","[{""Name"": ""main"", ""Signature"": ""main()"", ""Lines"": [127, 270], ""Vulnerable"": ""No""}]","[{""Name"": ""test"", ""Signature"": ""test"", ""Lines"": [67, 72], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""test"", ""Signature"": ""test"", ""Lines"": [67, 72], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""test2"", ""Signature"": ""test2"", ""Lines"": [114, 120], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}, {""Name"": ""test2"", ""Signature"": ""test2"", ""Lines"": [114, 120], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]","[""CVE-2015-1473"", ""CVE-2015-1472""]","[""b168057aaacf1d149246d0eb3e84332492d35063""]"
stdio-common/vfscanf.c,32,1,04cb913ddf67ac90da274dd32b6ceafd57ca36ca,glibc-2.21,2015-02-06 03:56:00,"[[275, 277], [289, 289], [295, 296]]","[{""Name"": ""_IO_vfscanf_internal"", ""Signature"": ""_IO_vfscanf_internal(int *, const char *, int, int *)"", ""Lines"": [203, 2937], ""Vulnerable"": ""Yes""}, {""Name"": ""___vfscanf"", ""Signature"": ""___vfscanf(int *, const char *, int)"", ""Lines"": [2947, 2951], ""Vulnerable"": ""No""}]","[{""Name"": """", ""Signature"": """", ""Lines"": [247, 253], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [247, 253], ""Kind"": ""Union"", ""Vulnerable"": ""No""}]",5bd80bfe9ca0d955bfbbc002781bc7b01b6bcb06,glibc-2.21,2015-02-06 05:30:42,"[[275, 278], [290, 290], [296, 296]]","[{""Name"": ""_IO_vfscanf_internal"", ""Signature"": ""_IO_vfscanf_internal(int *, const char *, int, int *)"", ""Lines"": [203, 2937], ""Vulnerable"": ""No""}, {""Name"": ""___vfscanf"", ""Signature"": ""___vfscanf(int *, const char *, int)"", ""Lines"": [2947, 2951], ""Vulnerable"": ""No""}]","[{""Name"": """", ""Signature"": """", ""Lines"": [247, 253], ""Kind"": ""Union"", ""Vulnerable"": ""No""}, {""Name"": """", ""Signature"": """", ""Lines"": [247, 253], ""Kind"": ""Union"", ""Vulnerable"": ""No""}]","[""CVE-2015-1473"", ""CVE-2015-1472""]","[""b168057aaacf1d149246d0eb3e84332492d35063""]"
libio/wstrops.c,33,1,9529611240b612fec59e289673d05f83396aede4,glibc-2.22,2015-02-22 09:05:02,"[[98, 98], [99, 99], [188, 188]]","[{""Name"": ""enlarge_userbuf"", ""Signature"": ""enlarge_userbuf(int *, int, int)"", ""Lines"": [173, 237], ""Vulnerable"": ""Yes""}]",,bdf1ff052a8e23d637f2c838fa5642d78fcedc33,glibc-2.22,2015-02-22 20:01:47,"[[98, 100], [102, 102], [192, 194]]","[{""Name"": ""enlarge_userbuf"", ""Signature"": ""enlarge_userbuf(int *, int, int)"", ""Lines"": [176, 243], ""Vulnerable"": ""No""}]",,"[""CVE-2015-8983""]","[""b168057aaacf1d149246d0eb3e84332492d35063""]"
posix/fnmatch_loop.c,34,1,524ae9ea2e3ae9f5bf5d655595fda827e9dc50a1,glibc-2.22,2015-02-26 12:57:21,"[[948, 948], [952, 952], [955, 955]]",,"[{""Name"": ""STRUCT"", ""Signature"": ""STRUCT"", ""Lines"": [20, 25], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]",4a28f4d55a6cc33474c0792fe93b5942d81bf185,glibc-2.22,2015-02-26 13:55:24,"[[947, 947], [951, 951], [954, 954]]",,"[{""Name"": ""STRUCT"", ""Signature"": ""STRUCT"", ""Lines"": [20, 25], ""Kind"": ""Struct"", ""Vulnerable"": ""No""}]","[""CVE-2015-8984""]","[""b168057aaacf1d149246d0eb3e84332492d35063""]"
posix/tst-fnmatch3.c,34,1,524ae9ea2e3ae9f5bf5d655595fda827e9dc50a1,glibc-2.22,2015-02-26 12:57:21,"[[24, 26]]",,,4a28f4d55a6cc33474c0792fe93b5942d81bf185,glibc-2.22,2015-02-26 13:55:24,"[[24, 28]]",,,"[""CVE-2015-8984""]","[""b168057aaacf1d149246d0eb3e84332492d35063""]"
