CVE,CVE URL,Publish Date,Last Update Date,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Access Complexity,Authentication,Gained Access,Vulnerability Types,CWE,Affected Product Versions,Bugzilla URLs,Bugzilla IDs,Advisory URLs,Advisory IDs,Advisory Info,Git URLs,Git Commit Hashes,SVN URLs,SVN Revision Numbers
CVE-2012-0883,https://www.cvedetails.com/cve/CVE-2012-0883,2012-04-18,2017-12-28,6.9,Complete,Complete,Complete,Medium,Not required,None,"[""Gain privileges""]",264,"{""Http Server"": [""0.8.11"", ""0.8.14"", ""1.0"", ""1.0.2"", ""1.0.3"", ""1.0.5"", ""1.1"", ""1.1.1"", ""1.2"", ""1.2.4"", ""1.2.5"", ""1.2.6"", ""1.2.9"", ""1.3"", ""1.3.0"", ""1.3.1"", ""1.3.1.1"", ""1.3.2"", ""1.3.3"", ""1.3.4"", ""1.3.5"", ""1.3.6"", ""1.3.7"", ""1.3.8"", ""1.3.9"", ""1.3.10"", ""1.3.11"", ""1.3.12"", ""1.3.13"", ""1.3.14"", ""1.3.15"", ""1.3.16"", ""1.3.17"", ""1.3.18"", ""1.3.19"", ""1.3.20"", ""1.3.22"", ""1.3.23"", ""1.3.24"", ""1.3.25"", ""1.3.26"", ""1.3.27"", ""1.3.28"", ""1.3.29"", ""1.3.30"", ""1.3.31"", ""1.3.32"", ""1.3.33"", ""1.3.34"", ""1.3.35"", ""1.3.36"", ""1.3.37"", ""1.3.38"", ""1.3.39"", ""1.3.41"", ""1.3.42"", ""1.3.65"", ""1.3.68"", ""1.4.0"", ""1.99"", ""2.0"", ""2.0.9"", ""2.0.28"", ""2.0.32"", ""2.0.34"", ""2.0.35"", ""2.0.36"", ""2.0.37"", ""2.0.38"", ""2.0.39"", ""2.0.40"", ""2.0.41"", ""2.0.42"", ""2.0.43"", ""2.0.44"", ""2.0.45"", ""2.0.46"", ""2.0.47"", ""2.0.48"", ""2.0.49"", ""2.0.50"", ""2.0.51"", ""2.0.52"", ""2.0.53"", ""2.0.54"", ""2.0.55"", ""2.0.56"", ""2.0.57"", ""2.0.58"", ""2.0.59"", ""2.0.60"", ""2.0.61"", ""2.0.63"", ""2.1"", ""2.1.1"", ""2.1.2"", ""2.1.3"", ""2.1.4"", ""2.1.5"", ""2.1.6"", ""2.1.7"", ""2.1.8"", ""2.1.9"", ""2.2"", ""2.2.0"", ""2.2.1"", ""2.2.2"", ""2.2.3"", ""2.2.4"", ""2.2.6"", ""2.2.8"", ""2.2.9"", ""2.2.10"", ""2.2.11"", ""2.2.12"", ""2.2.13"", ""2.2.14"", ""2.2.15"", ""2.2.16"", ""2.2.17"", ""2.2.18"", ""2.2.19"", ""2.2.20"", ""2.2.21"", ""2.3.0"", ""2.3.1"", ""2.3.2"", ""2.3.3"", ""2.3.4"", ""2.3.5"", ""2.3.6"", ""2.3.7"", ""2.3.8"", ""2.3.9"", ""2.3.10"", ""2.3.11"", ""2.3.12"", ""2.3.13"", ""2.3.14"", ""2.3.15"", ""2.3.16"", ""2.4.0"", ""2.4.1""]}",,,"[""https://httpd.apache.org/security/vulnerabilities_24.html""]","[""APACHE-2.4""]",,,,"[""https://svn.apache.org/viewvc?view=revision&revision=1296428""]","[""1296428""]"
CVE-2012-3502,https://www.cvedetails.com/cve/CVE-2012-3502,2012-08-22,2013-04-18,4.3,Partial,None,None,Medium,Not required,None,"[""Obtain Information""]",200,"{""Http Server"": [""2.4.0"", ""2.4.1"", ""2.4.2""]}",,,"[""https://httpd.apache.org/security/vulnerabilities_24.html""]","[""APACHE-2.4""]",,,,,
CVE-2004-0751,https://www.cvedetails.com/cve/CVE-2004-0751,2004-10-20,2017-10-10,5.0,None,None,Partial,Low,Not required,None,"[""Denial Of Service""]",,"{""Http Server"": [""2.0"", ""2.0.28"", ""2.0.32"", ""2.0.35"", ""2.0.36"", ""2.0.37"", ""2.0.38"", ""2.0.39"", ""2.0.40"", ""2.0.41"", ""2.0.42"", ""2.0.43"", ""2.0.44"", ""2.0.45"", ""2.0.46"", ""2.0.47"", ""2.0.48"", ""2.0.49"", ""2.0.50""]}","[""https://issues.apache.org/bugzilla/show_bug.cgi?id=30134""]","[""30134""]",,,,,,,
CVE-2008-0005,https://www.cvedetails.com/cve/CVE-2008-0005,2008-01-11,2018-10-15,4.3,None,Partial,None,Medium,Not required,None,"[""Cross Site Scripting""]",79,"{""Http Server"": [""1.3"", ""2.0""]}",,,,,,,,,
CVE-2005-2970,https://www.cvedetails.com/cve/CVE-2005-2970,2005-10-25,2018-10-19,5.0,None,None,Partial,Low,Not required,None,"[""Denial Of Service""]",,"{""Http Server"": [""2.0""]}",,,,,,,,"[""https://svn.apache.org/viewcvs?rev=292949&view=rev""]","[""292949""]"
CVE-2004-0940,https://www.cvedetails.com/cve/CVE-2004-0940,2005-02-09,2017-07-10,6.9,Complete,Complete,Complete,Medium,Not required,Admin,"[""Execute Code"", ""Overflow"", ""Cross Site Scripting""]",119,"{""Http Server"": [""1.3"", ""1.3.1"", ""1.3.3"", ""1.3.4"", ""1.3.6"", ""1.3.7"", ""1.3.9"", ""1.3.11"", ""1.3.12"", ""1.3.14"", ""1.3.17"", ""1.3.18"", ""1.3.19"", ""1.3.20"", ""1.3.22"", ""1.3.23"", ""1.3.24"", ""1.3.25"", ""1.3.26"", ""1.3.27"", ""1.3.28"", ""1.3.29"", ""1.3.31"", ""1.3.32""]}",,,,,,,,,
CVE-2007-4723,https://www.cvedetails.com/cve/CVE-2007-4723,2007-09-05,2018-10-15,7.5,Partial,Partial,Partial,Low,Not required,None,"[""Directory traversal"", ""Bypass a restriction or similar""]",22,"{""Http Server"": []}",,,,,,,,,
CVE-2005-1344,https://www.cvedetails.com/cve/CVE-2005-1344,2005-05-02,2008-09-10,7.5,Partial,Partial,Partial,Low,Not required,None,"[""Execute Code"", ""Overflow""]",,"{""Http Server"": [""2.0.52""]}",,,,,,,,,
CVE-2002-0654,https://www.cvedetails.com/cve/CVE-2002-0654,2002-09-05,2016-10-17,5.0,Partial,None,None,Low,Not required,None,,,"{""Http Server"": [""2.0"", ""2.0.28"", ""2.0.32"", ""2.0.34"", ""2.0.35"", ""2.0.36"", ""2.0.37"", ""2.0.38"", ""2.0.39""]}",,,,,,,,,
CVE-2004-0173,https://www.cvedetails.com/cve/CVE-2004-0173,2004-04-15,2017-10-09,5.0,Partial,None,None,Low,Not required,None,"[""Directory traversal""]",,"{""Http Server"": [""0.8.11"", ""0.8.14"", ""1.0"", ""1.0.2"", ""1.0.3"", ""1.0.5"", ""1.1"", ""1.1.1"", ""1.2"", ""1.2.5"", ""1.3""]}","[""https://issues.apache.org/bugzilla/show_bug.cgi?id=26152""]","[""26152""]",,,,,,,
CVE-2003-1581,https://www.cvedetails.com/cve/CVE-2003-1581,2010-02-05,2010-02-08,2.6,None,Partial,None,High,Not required,None,"[""Cross Site Scripting""]",79,"{""Http Server"": [""2.0.44""]}",,,,,,,,,
CVE-2002-0843,https://www.cvedetails.com/cve/CVE-2002-0843,2002-10-11,2016-10-17,7.5,Partial,Partial,Partial,Low,Not required,User,"[""Denial Of Service"", ""Execute Code"", ""Overflow""]",,"{""Http Server"": [""1.3"", ""1.3.1"", ""1.3.3"", ""1.3.4"", ""1.3.6"", ""1.3.9"", ""1.3.11"", ""1.3.12"", ""1.3.14"", ""1.3.17"", ""1.3.18"", ""1.3.19"", ""1.3.20"", ""1.3.22"", ""1.3.23"", ""1.3.24"", ""1.3.25"", ""1.3.26""]}",,,,,,,,,
CVE-2003-0017,https://www.cvedetails.com/cve/CVE-2003-0017,2003-02-07,2016-10-17,5.0,Partial,None,None,Low,Not required,None,,,"{""Http Server"": [""2.0.36"", ""2.0.37"", ""2.0.38"", ""2.0.39"", ""2.0.40"", ""2.0.41"", ""2.0.42"", ""2.0.43""]}",,,,,,,,,
CVE-2003-0020,https://www.cvedetails.com/cve/CVE-2003-0020,2003-03-18,2017-10-09,5.0,None,Partial,None,Low,Not required,None,,,"{""Http Server"": []}",,,,,,,,,
CVE-2000-1205,https://www.cvedetails.com/cve/CVE-2000-1205,2000-02-01,2017-07-10,4.3,None,Partial,None,Medium,Not required,None,"[""Execute Code"", ""Cross Site Scripting""]",79,"{""Http Server"": [""1.3.0"", ""1.3.1"", ""1.3.2"", ""1.3.3"", ""1.3.4"", ""1.3.5"", ""1.3.6"", ""1.3.7"", ""1.3.8"", ""1.3.9"", ""1.3.10"", ""1.3.11""]}",,,,,,,,,
CVE-1999-0045,https://www.cvedetails.com/cve/CVE-1999-0045,1996-12-10,2008-09-09,7.5,Partial,Partial,Partial,Low,Not required,None,,,"{""Http Server"": [""0.8.11"", ""0.8.14"", ""1.0"", ""1.0.2"", ""1.0.3"", ""1.0.5"", ""1.1""]}",,,,,,,,,
CVE-2001-1342,https://www.cvedetails.com/cve/CVE-2001-1342,2001-05-12,2016-10-17,5.0,None,None,Partial,Low,Not required,None,"[""Denial Of Service""]",,"{""Http Server"": [""1.3.12"", ""1.3.14"", ""1.3.15"", ""1.3.16"", ""1.3.17"", ""1.3.18"", ""1.3.19""]}",,,,,,,,,
CVE-2001-0131,https://www.cvedetails.com/cve/CVE-2001-0131,2001-03-12,2017-12-18,1.2,None,Partial,None,High,Not required,None,,,"{""Http Server"": []}",,,,,,,,,
CVE-1999-1412,https://www.cvedetails.com/cve/CVE-1999-1412,1999-06-03,2008-09-05,10.0,Complete,Complete,Complete,Low,Not required,None,"[""Denial Of Service""]",,"{""Http Server"": []}",,,,,,,,,
CVE-1999-0067,https://www.cvedetails.com/cve/CVE-1999-0067,1996-03-20,2008-09-09,10.0,Complete,Complete,Complete,Low,Not required,Admin,"[""Execute Code""]",,"{""Http Server"": [""1.0.3""]}",,,,,,,,,
