CVE,CVE URL,Publish Date,Last Update Date,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Access Complexity,Authentication,Gained Access,Vulnerability Types,CWE,Affected Product Versions,Bugzilla URLs,Bugzilla IDs,Advisory URLs,Advisory IDs,Advisory Info,Git URLs,Git Commit Hashes,SVN URLs,SVN Revision Numbers
CVE-2005-2265,https://www.cvedetails.com/cve/CVE-2005-2265,2005-07-13,2017-10-10,5.0,None,None,Partial,Low,Not required,None,"[""Denial Of Service"", ""Execute Code""]",,"{""Firefox"": [""0.8"", ""0.9"", ""0.9.1"", ""0.9.2"", ""0.9.3"", ""0.10"", ""0.10.1"", ""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4""], ""Mozilla"": [""1.3"", ""1.4"", ""1.4.1"", ""1.5"", ""1.5.1"", ""1.6"", ""1.7"", ""1.7.1"", ""1.7.2"", ""1.7.3"", ""1.7.5"", ""1.7.6"", ""1.7.7"", ""1.7.8""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=295854""]","[""295854""]","[""https://www.mozilla.org/security/announce/mfsa2005-50.html""]","[""MFSA-2005-50""]","{""MFSA-2005-50"": {""Announced"": ""2005-07-12"", ""Reporter"": ""shutdown"", ""Impact"": ""Critical"", ""Products"": [""Firefox"", ""Mozilla Suite""], ""Fixed In"": [""Firefox 1.0.5"", ""Mozilla Suite 1.7.10""]}}",,,,
CVE-2005-2707,https://www.cvedetails.com/cve/CVE-2005-2707,2005-09-23,2017-10-10,5.0,None,Partial,None,Low,Not required,None,,,"{""Firefox"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6""], ""Mozilla Suite"": [""1.7.6"", ""1.7.7"", ""1.7.8"", ""1.7.10"", ""1.7.11""]}",,,"[""https://www.mozilla.org/security/announce/mfsa2005-59.html""]","[""MFSA-2005-59""]","{""MFSA-2005-59"": {""Announced"": ""2005-09-22"", ""Reporter"": ""Peter Zelezny"", ""Impact"": ""Severe"", ""Products"": [""Firefox"", ""Mozilla Suite"", ""Thunderbird""], ""Fixed In"": [""Firefox 1.0.7"", ""Mozilla Suite 1.7.12"", ""Thunderbird 1.0.7""]}}",,,,
CVE-2006-5633,https://www.cvedetails.com/cve/CVE-2006-5633,2006-10-31,2018-10-17,5.0,None,None,Partial,Low,Not required,None,"[""Denial Of Service"", ""Execute Code""]",,"{""Firefox"": [""1.5.0.7"", ""2.0""], ""Seamonkey"": [""1.1""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=358797""]","[""358797""]",,,,,,,
CVE-2007-0780,https://www.cvedetails.com/cve/CVE-2007-0780,2007-02-26,2019-10-09,6.8,Partial,Partial,Partial,Medium,Not required,User,"[""Cross Site Scripting""]",79,"{""Firefox"": [""1.5"", ""1.5.0.1"", ""1.5.0.2"", ""1.5.0.3"", ""1.5.0.4"", ""1.5.0.5"", ""1.5.0.6"", ""1.5.0.7"", ""1.5.0.8"", ""1.5.0.9"", ""2.0"", ""2.0.0.1""], ""Seamonkey"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=354973""]","[""354973""]","[""https://www.mozilla.org/security/announce/2007/mfsa2007-05.html""]","[""MFSA-2007-05""]","{""MFSA-2007-05"": {""Announced"": ""2007-02-23"", ""Reporter"": ""shutdown, Michal Zalewski"", ""Impact"": ""Moderate"", ""Products"": [""Firefox"", ""SeaMonkey""], ""Fixed In"": [""Firefox 1.5.0.10"", ""Firefox 2.0.0.2"", ""SeaMonkey 1.0.8""], ""CVEs"": [""CVE-2007-0780"", ""CVE-2007-0800""]}}",,,,
CVE-2006-6500,https://www.cvedetails.com/cve/CVE-2006-6500,2006-12-19,2019-10-09,6.8,Partial,Partial,Partial,Medium,Not required,User,"[""Denial Of Service"", ""Execute Code"", ""Overflow""]",119,"{""Firefox"": [""1.5"", ""1.5.0.1"", ""1.5.0.2"", ""1.5.0.3"", ""1.5.0.4"", ""1.5.0.5"", ""1.5.0.6"", ""1.5.0.7"", ""1.5.0.8"", ""2.0""], ""Seamonkey"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6""], ""Thunderbird"": [""0.1"", ""0.2"", ""0.3"", ""0.4"", ""0.5"", ""0.6"", ""0.7"", ""0.7.1"", ""0.7.2"", ""0.7.3"", ""0.8"", ""0.9"", ""1.0"", ""1.0.2"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.0.8"", ""1.1"", ""1.5"", ""1.5.0.2"", ""1.5.0.4"", ""1.5.0.5"", ""1.5.0.7"", ""1.5.0.8""]}",,,"[""https://www.mozilla.org/security/announce/2006/mfsa2006-69.html""]","[""MFSA-2006-69""]","{""MFSA-2006-69"": {""Announced"": ""2006-12-19"", ""Reporter"": ""Frederik Reiss"", ""Impact"": ""Critical"", ""Products"": [""Firefox"", ""SeaMonkey"", ""Thunderbird""], ""Fixed In"": [""Firefox 1.5.0.9"", ""Firefox 2.0.0.1"", ""SeaMonkey 1.0.7"", ""Thunderbird 1.5.0.9""], ""CVEs"": [""CVE-2006-6500""]}}",,,,
CVE-2006-6585,https://www.cvedetails.com/cve/CVE-2006-6585,2006-12-15,2018-10-17,6.4,None,Partial,Partial,Low,Not required,None,,,"{""Firefox"": [""2.0"", ""3.0""]}",,,,,,,,,
CVE-2006-6503,https://www.cvedetails.com/cve/CVE-2006-6503,2006-12-19,2018-10-17,6.8,Partial,Partial,Partial,Medium,Not required,User,"[""Cross Site Scripting"", ""Bypass a restriction or similar""]",254,"{""Firefox"": [""1.5"", ""1.5.0.1"", ""1.5.0.2"", ""1.5.0.3"", ""1.5.0.4"", ""1.5.0.5"", ""1.5.0.6"", ""1.5.0.7"", ""1.5.0.8"", ""2.0""], ""Seamonkey"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6""], ""Thunderbird"": [""0.1"", ""0.2"", ""0.3"", ""0.4"", ""0.5"", ""0.6"", ""0.7"", ""0.7.1"", ""0.7.2"", ""0.7.3"", ""0.8"", ""0.9"", ""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.0.8"", ""1.5"", ""1.5.0.1"", ""1.5.0.2"", ""1.5.0.3"", ""1.5.0.4"", ""1.5.0.5"", ""1.5.0.6"", ""1.5.0.7"", ""1.5.0.8""]}",,,"[""https://www.mozilla.org/security/announce/2006/mfsa2006-72.html""]","[""MFSA-2006-72""]","{""MFSA-2006-72"": {""Announced"": ""2006-12-19"", ""Reporter"": ""moz_bug_r_a4"", ""Impact"": ""High"", ""Products"": [""Firefox"", ""SeaMonkey"", ""Thunderbird""], ""Fixed In"": [""Firefox 1.5.0.9"", ""Firefox 2.0.0.1"", ""SeaMonkey 1.0.7"", ""Thunderbird 1.5.0.9""], ""CVEs"": [""CVE-2006-6503""]}}",,,,
CVE-2006-6499,https://www.cvedetails.com/cve/CVE-2006-6499,2006-12-19,2019-10-09,4.3,None,None,Partial,Medium,Not required,None,"[""Denial Of Service""]",,"{""Firefox"": [""1.5"", ""1.5.0.1"", ""1.5.0.2"", ""1.5.0.3"", ""1.5.0.4"", ""1.5.0.5"", ""1.5.0.6"", ""1.5.0.7"", ""1.5.0.8"", ""2.0""], ""Seamonkey"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6""], ""Thunderbird"": [""0.1"", ""0.2"", ""0.3"", ""0.4"", ""0.5"", ""0.6"", ""0.7"", ""0.7.1"", ""0.7.2"", ""0.7.3"", ""0.8"", ""0.9"", ""1.0"", ""1.0.2"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.0.8"", ""1.1"", ""1.5"", ""1.5.0.2"", ""1.5.0.4"", ""1.5.0.5"", ""1.5.0.7"", ""1.5.0.8""]}",,,"[""https://www.mozilla.org/security/announce/2006/mfsa2006-68.html""]","[""MFSA-2006-68""]","{""MFSA-2006-68"": {""Announced"": ""2006-12-19"", ""Reporter"": ""Mozilla Developers"", ""Impact"": ""Critical"", ""Products"": [""Firefox"", ""SeaMonkey"", ""Thunderbird""], ""Fixed In"": [""Firefox 1.5.0.9"", ""Firefox 2.0.0.1"", ""SeaMonkey 1.0.7"", ""Thunderbird 1.5.0.9""], ""CVEs"": [""CVE-2006-6497"", ""CVE-2006-6498"", ""CVE-2006-6499""]}}",,,,
CVE-2008-5015,https://www.cvedetails.com/cve/CVE-2008-5015,2008-11-13,2017-09-28,5.1,Partial,Partial,Partial,High,Not required,None,"[""Execute Code""]",94,"{""Firefox"": [""3.0"", ""3.0.1"", ""3.0.2"", ""3.0.3""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=447579""]","[""447579""]","[""https://www.mozilla.org/security/announce/2008/mfsa2008-51.html""]","[""MFSA-2008-51""]","{""MFSA-2008-51"": {""Announced"": ""2008-11-12"", ""Reporter"": ""Luke Bryan"", ""Impact"": ""Moderate"", ""Products"": [""Firefox""], ""Fixed In"": [""Firefox 3.0.4""], ""CVEs"": [""CVE-2008-5015""]}}",,,,
CVE-2008-4058,https://www.cvedetails.com/cve/CVE-2008-4058,2008-09-24,2018-11-01,7.5,Partial,Partial,Partial,Low,Not required,User,"[""Execute Code""]",264,"{""Firefox"": [""0.1"", ""0.2"", ""0.3"", ""0.4"", ""0.5"", ""0.6"", ""0.6.1"", ""0.7"", ""0.7.1"", ""0.8"", ""0.9"", ""0.9.1"", ""0.9.2"", ""0.9.3"", ""0.10"", ""0.10.1"", ""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.0.8"", ""1.4.1"", ""1.5"", ""1.5.0.1"", ""1.5.0.2"", ""1.5.0.3"", ""1.5.0.4"", ""1.5.0.5"", ""1.5.0.6"", ""1.5.0.7"", ""1.5.0.8"", ""1.5.0.9"", ""1.5.0.10"", ""1.5.0.11"", ""1.5.0.12"", ""1.5.1"", ""1.5.2"", ""1.5.3"", ""1.5.4"", ""1.5.5"", ""1.5.6"", ""1.5.7"", ""1.5.8"", ""1.8"", ""2.0"", ""2.0.0.1"", ""2.0.0.2"", ""2.0.0.3"", ""2.0.0.4"", ""2.0.0.5"", ""2.0.0.6"", ""2.0.0.7"", ""2.0.0.8"", ""2.0.0.9"", ""2.0.0.10"", ""2.0.0.11"", ""2.0.0.12"", ""2.0.0.13"", ""2.0.0.14"", ""2.0.0.15"", ""2.0.0.16"", ""3.0"", ""3.0.1""], ""Seamonkey"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.0.8"", ""1.0.9"", ""1.1"", ""1.1.1"", ""1.1.2"", ""1.1.3"", ""1.1.4"", ""1.1.5"", ""1.1.6"", ""1.1.7"", ""1.1.8"", ""1.1.9"", ""1.1.10"", ""1.1.11""], ""Thunderbird"": [""0.1"", ""0.2"", ""0.3"", ""0.4"", ""0.5"", ""0.6"", ""0.7"", ""0.7.1"", ""0.7.2"", ""0.7.3"", ""0.8"", ""0.9"", ""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.0.8"", ""1.5"", ""1.5.0.1"", ""1.5.0.2"", ""1.5.0.3"", ""1.5.0.4"", ""1.5.0.5"", ""1.5.0.6"", ""1.5.0.7"", ""1.5.0.8"", ""1.5.0.9"", ""1.5.0.10"", ""1.5.0.11"", ""1.5.0.12"", ""1.5.0.13"", ""1.5.0.14"", ""1.5.1"", ""1.5.2"", ""1.7.1"", ""1.7.3"", ""2.0"", ""2.0.0.0"", ""2.0.0.1"", ""2.0.0.2"", ""2.0.0.3"", ""2.0.0.4"", ""2.0.0.5"", ""2.0.0.6"", ""2.0.0.7"", ""2.0.0.8"", ""2.0.0.9"", ""2.0.0.11"", ""2.0.0.12"", ""2.0.0.13"", ""2.0.0.14"", ""2.0.0.15"", ""2.0.0.16""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=444075"", ""https://bugzilla.mozilla.org/show_bug.cgi?id=444077""]","[""444075"", ""444077""]","[""https://www.mozilla.org/security/announce/2008/mfsa2008-41.html""]","[""MFSA-2008-41""]","{""MFSA-2008-41"": {""Announced"": ""2008-09-23"", ""Reporter"": ""moz_bug_r_a4, Olli Pettay"", ""Impact"": ""Critical"", ""Products"": [""Firefox"", ""SeaMonkey"", ""Thunderbird""], ""Fixed In"": [""Firefox 2.0.0.17"", ""Firefox 3.0.2"", ""SeaMonkey 1.1.12"", ""Thunderbird 2.0.0.17""], ""CVEs"": [""CVE-2008-4058"", ""CVE-2008-4059"", ""CVE-2008-4060""]}}",,,,
CVE-2008-2786,https://www.cvedetails.com/cve/CVE-2008-2786,2008-06-19,2017-08-07,10.0,Complete,Complete,Complete,Low,Not required,None,"[""Overflow""]",119,"{""Firefox"": [""2.0"", ""3.0""]}",,,,,,,,,
CVE-2008-5012,https://www.cvedetails.com/cve/CVE-2008-5012,2008-11-13,2017-09-28,5.0,Partial,None,None,Low,Not required,None,"[""Bypass a restriction or similar"", ""Obtain Information""]",200,"{""Firefox"": [""0.8"", ""0.9 Rc"", ""0.9"", ""0.9.1"", ""0.9.2"", ""0.9.3"", ""0.10"", ""0.10.1"", ""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.0.8"", ""1.5"", ""1.5.0.1"", ""1.5.0.2"", ""1.5.0.3"", ""1.5.0.4"", ""1.5.0.5"", ""1.5.0.6"", ""1.5.0.7"", ""1.5.0.8"", ""1.5.0.9"", ""1.5.0.10"", ""1.5.0.11"", ""1.5.0.12"", ""1.5.1"", ""1.5.2"", ""1.5.3"", ""1.5.4"", ""1.5.5"", ""1.5.6"", ""1.5.7"", ""1.5.8"", ""1.8"", ""2.0"", ""2.0.0.1"", ""2.0.0.2"", ""2.0.0.3"", ""2.0.0.4"", ""2.0.0.5"", ""2.0.0.6"", ""2.0.0.7"", ""2.0.0.8"", ""2.0.0.9"", ""2.0.0.10"", ""2.0.0.11"", ""2.0.0.12"", ""2.0.0.13"", ""2.0.0.14"", ""2.0.0.15"", ""2.0.0.16"", ""2.0.0.17""], ""Seamonkey"": [""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.0.8"", ""1.0.9"", ""1.0.99"", ""1.1"", ""1.1.1"", ""1.1.2"", ""1.1.3"", ""1.1.4"", ""1.1.5"", ""1.1.6"", ""1.1.7"", ""1.1.8"", ""1.1.9"", ""1.1.10"", ""1.1.11"", ""1.1.12""], ""Thunderbird"": [""0.1"", ""0.2"", ""0.3"", ""0.4"", ""0.5"", ""0.6"", ""0.7"", ""0.7.1"", ""0.7.2"", ""0.7.3"", ""0.8"", ""0.9"", ""1.0"", ""1.0.1"", ""1.0.2"", ""1.0.3"", ""1.0.4"", ""1.0.5"", ""1.0.6"", ""1.0.7"", ""1.0.8"", ""1.5"", ""1.5.0.1"", ""1.5.0.2"", ""1.5.0.3"", ""1.5.0.4"", ""1.5.0.6"", ""1.5.0.7"", ""1.5.0.8"", ""1.5.0.9"", ""1.5.0.10"", ""1.5.0.11"", ""1.5.1"", ""1.5.2"", ""1.7.1"", ""1.7.3"", ""2.0.0.0"", ""2.0.0.1"", ""2.0.0.2"", ""2.0.0.3"", ""2.0.0.4"", ""2.0.0.11"", ""2.0.0.12"", ""2.0.0.13"", ""2.0.0.14"", ""2.0.0.15"", ""2.0.0.16"", ""2.0.0.17""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=355126"", ""https://bugzilla.mozilla.org/show_bug.cgi?id=451619""]","[""355126"", ""451619""]","[""https://www.mozilla.org/security/announce/2008/mfsa2008-48.html""]","[""MFSA-2008-48""]","{""MFSA-2008-48"": {""Announced"": ""2008-11-12"", ""Reporter"": ""Georgi Guninski, Michal Zalewski, Chris Evans"", ""Impact"": ""High"", ""Products"": [""Firefox"", ""SeaMonkey"", ""Thunderbird""], ""Fixed In"": [""Firefox 2.0.0.18"", ""SeaMonkey 1.1.13"", ""Thunderbird 2.0.0.18""], ""CVEs"": [""CVE-2008-5012""]}}",,,,
CVE-2008-2801,https://www.cvedetails.com/cve/CVE-2008-2801,2008-07-07,2018-10-11,7.5,Partial,Partial,Partial,Low,Not required,None,"[""Execute Code""]",287,"{""Firefox"": [""2.0"", ""2.0.0.1"", ""2.0.0.2"", ""2.0.0.3"", ""2.0.0.4"", ""2.0.0.5"", ""2.0.0.6"", ""2.0.0.7"", ""2.0.0.8"", ""2.0.0.9"", ""2.0.0.10"", ""2.0.0.11"", ""2.0.0.12"", ""2.0.0.13"", ""2.0.0.14""], ""Seamonkey"": [""1.1"", ""1.1.2"", ""1.1.3"", ""1.1.4"", ""1.1.5"", ""1.1.6"", ""1.1.7"", ""1.1.8"", ""1.1.9""]}","[""https://bugzilla.mozilla.org/show_bug.cgi?id=418996"", ""https://bugzilla.mozilla.org/show_bug.cgi?id=424426"", ""https://bugzilla.mozilla.org/show_bug.cgi?id=424188""]","[""418996"", ""424426"", ""424188""]","[""https://www.mozilla.org/security/announce/2008/mfsa2008-23.html""]","[""MFSA-2008-23""]","{""MFSA-2008-23"": {""Announced"": ""2008-07-01"", ""Reporter"": ""Collin Jackson, Adam Barth"", ""Impact"": ""High"", ""Products"": [""Firefox"", ""SeaMonkey""], ""Fixed In"": [""Firefox 2.0.0.15"", ""Firefox 3"", ""SeaMonkey 1.1.10""], ""CVEs"": [""CVE-2008-2801""]}}",,,,
