CVE,CVE URL,Publish Date,Last Update Date,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Access Complexity,Authentication,Gained Access,Vulnerability Types,CWE,Affected Product Versions,Bugzilla URLs,Bugzilla IDs,Advisory URLs,Advisory IDs,Advisory Info,Git URLs,Git Commit Hashes,SVN URLs,SVN Revision Numbers
CVE-2004-0811,https://www.cvedetails.com/cve/CVE-2004-0811,2004-12-31,2017-07-10,7.5,Partial,Partial,Partial,Low,Not required,User,,,"{""Http Server"": [""2.0.51""]}",,,,,,,,,
CVE-2007-5000,https://www.cvedetails.com/cve/CVE-2007-5000,2007-12-13,2018-10-30,4.3,None,Partial,None,Medium,Not required,None,"[""Cross Site Scripting""]",79,"{""Http Server"": [""1.3.0"", ""1.3.1"", ""1.3.4"", ""1.3.5"", ""1.3.6"", ""1.3.7"", ""1.3.8"", ""1.3.9"", ""1.3.11"", ""1.3.12"", ""1.3.22"", ""1.3.23"", ""1.3.24"", ""1.3.25"", ""1.3.26"", ""1.3.27"", ""1.3.28"", ""1.3.29"", ""1.3.30"", ""1.3.31"", ""1.3.32"", ""1.3.33"", ""1.3.37"", ""2.0.35"", ""2.0.36"", ""2.0.37"", ""2.0.38"", ""2.0.39"", ""2.0.40"", ""2.0.41"", ""2.0.42"", ""2.0.43"", ""2.0.44"", ""2.0.45"", ""2.0.46"", ""2.0.47"", ""2.0.48"", ""2.0.49"", ""2.0.50"", ""2.0.51"", ""2.0.52"", ""2.0.53"", ""2.0.54"", ""2.0.55"", ""2.0.56"", ""2.0.57"", ""2.0.58"", ""2.0.59"", ""2.0.60"", ""2.0.61"", ""2.2"", ""2.2.1"", ""2.2.2"", ""2.2.3"", ""2.2.4"", ""2.2.6""]}",,,"[""https://httpd.apache.org/security/vulnerabilities_22.html"", ""https://httpd.apache.org/security/vulnerabilities_20.html"", ""https://httpd.apache.org/security/vulnerabilities_13.html""]","[""APACHE-2.2"", ""APACHE-2.0"", ""APACHE-1.3""]",,,,,
CVE-2004-0809,https://www.cvedetails.com/cve/CVE-2004-0809,2004-09-16,2017-10-10,5.0,None,None,Partial,Low,Not required,None,"[""Denial Of Service""]",,"{""Http Server"": [""2.0.47"", ""2.0.50""]}",,,,,,,,,
CVE-2004-2343,https://www.cvedetails.com/cve/CVE-2004-2343,2004-12-31,2017-07-10,7.2,Complete,Complete,Complete,Low,Not required,Admin,"[""Bypass a restriction or similar""]",,"{""Http Server"": [""2.0.47""]}",,,,,,,,,
CVE-2007-6514,https://www.cvedetails.com/cve/CVE-2007-6514,2007-12-21,2018-10-15,4.3,Partial,None,None,Medium,Not required,None,"[""Obtain Information""]",200,"{""Http Server"": [""2.2.6""]}",,,,,,,,,
CVE-2003-0245,https://www.cvedetails.com/cve/CVE-2003-0245,2003-06-09,2017-07-10,5.0,None,None,Partial,Low,Not required,None,"[""Denial Of Service"", ""Execute Code""]",,"{""Http Server"": [""2.0.37"", ""2.0.38"", ""2.0.39"", ""2.0.40"", ""2.0.41"", ""2.0.42"", ""2.0.43"", ""2.0.44"", ""2.0.45""]}",,,,,,,,,
CVE-2003-0016,https://www.cvedetails.com/cve/CVE-2003-0016,2003-02-07,2017-10-09,7.5,Partial,Partial,Partial,Low,Not required,User,"[""Denial Of Service"", ""Execute Code""]",,"{""Http Server"": [""2.0.36"", ""2.0.37"", ""2.0.38"", ""2.0.39"", ""2.0.40"", ""2.0.41"", ""2.0.42"", ""2.0.43""]}",,,,,,,,,
CVE-2002-1593,https://www.cvedetails.com/cve/CVE-2002-1593,2002-09-25,2017-07-10,5.0,None,None,Partial,Low,Not required,None,"[""Denial Of Service""]",,"{""Http Server"": [""2.0"", ""2.0.28"", ""2.0.32"", ""2.0.35"", ""2.0.36"", ""2.0.37"", ""2.0.38"", ""2.0.39"", ""2.0.40"", ""2.0.41""]}",,,,,,,,,
CVE-2002-1850,https://www.cvedetails.com/cve/CVE-2002-1850,2002-12-31,2016-10-17,5.0,None,None,Partial,Low,Not required,None,"[""Denial Of Service""]",,"{""Http Server"": [""2.0.39"", ""2.0.40""]}","[""https://issues.apache.org/bugzilla/show_bug.cgi?id=22030"", ""https://issues.apache.org/bugzilla/show_bug.cgi?id=10515""]","[""22030"", ""10515""]",,,,,,,
CVE-2002-0843,https://www.cvedetails.com/cve/CVE-2002-0843,2002-10-11,2016-10-17,7.5,Partial,Partial,Partial,Low,Not required,User,"[""Denial Of Service"", ""Execute Code"", ""Overflow""]",,"{""Http Server"": [""1.3"", ""1.3.1"", ""1.3.3"", ""1.3.4"", ""1.3.6"", ""1.3.9"", ""1.3.11"", ""1.3.12"", ""1.3.14"", ""1.3.17"", ""1.3.18"", ""1.3.19"", ""1.3.20"", ""1.3.22"", ""1.3.23"", ""1.3.24"", ""1.3.25"", ""1.3.26""]}",,,,,,,,,
CVE-1999-1293,https://www.cvedetails.com/cve/CVE-1999-1293,1999-12-31,2016-10-17,10.0,Complete,Complete,Complete,Low,Not required,None,"[""Denial Of Service""]",,"{""Http Server"": [""1.2.5""]}",,,,,,,,,
CVE-2000-1205,https://www.cvedetails.com/cve/CVE-2000-1205,2000-02-01,2017-07-10,4.3,None,Partial,None,Medium,Not required,None,"[""Execute Code"", ""Cross Site Scripting""]",79,"{""Http Server"": [""1.3.0"", ""1.3.1"", ""1.3.2"", ""1.3.3"", ""1.3.4"", ""1.3.5"", ""1.3.6"", ""1.3.7"", ""1.3.8"", ""1.3.9"", ""1.3.10"", ""1.3.11""]}",,,,,,,,,
CVE-1999-0107,https://www.cvedetails.com/cve/CVE-1999-0107,1997-12-30,2008-09-09,5.0,None,None,Partial,Low,Not required,None,"[""Denial Of Service"", ""Overflow""]",,"{""Http Server"": [""0.8.11"", ""0.8.14"", ""1.0"", ""1.0.2"", ""1.0.3"", ""1.0.5"", ""1.1"", ""1.1.1"", ""1.2.5""]}",,,,,,,,,
CVE-2001-1449,https://www.cvedetails.com/cve/CVE-2001-1449,2001-11-28,2017-07-10,7.5,Partial,Partial,Partial,Low,Not required,User,,,"{""Http Server"": [""1.3"", ""1.3.1"", ""1.3.3"", ""1.3.4"", ""1.3.6"", ""1.3.9"", ""1.3.11"", ""1.3.12"", ""1.3.14"", ""1.3.17"", ""1.3.18""]}",,,,,,,,,
CVE-2001-0731,https://www.cvedetails.com/cve/CVE-2001-0731,2001-10-01,2017-10-09,5.0,Partial,None,None,Low,Not required,None,"[""Bypass a restriction or similar""]",,"{""Http Server"": [""1.3.20""]}",,,,,,,,,
