CVE,CVE URL,Publish Date,Last Update Date,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Access Complexity,Authentication,Gained Access,Vulnerability Types,CWE,Affected Product Versions,Bugzilla URLs,Bugzilla IDs,Advisory URLs,Advisory IDs,Advisory Info,Git URLs,Git Commit Hashes,SVN URLs,SVN Revision Numbers
CVE-2015-5165,https://www.cvedetails.com/cve/CVE-2015-5165,2015-08-12,2018-10-30,5.0,Partial,None,None,Low,Not required,None,"[""Obtain Information""]",200,"{""XEN"": [""4.5.0"", ""4.5.1""]}",,,"[""https://xenbits.xen.org/xsa/advisory-140.html""]","[""XSA-140""]","{""XSA-140"": {""Public Release"": ""2015-08-03 12:00"", ""Updated"": ""2015-08-03 12:37"", ""Version"": ""2"", ""CVEs"": [""CVE-2015-5165""], ""Title"": ""QEMU leak of uninitialized heap memory in rtl8139 device model""}}",,,,
CVE-2015-8615,https://www.cvedetails.com/cve/CVE-2015-8615,2016-01-08,2016-11-28,2.1,None,None,Partial,Low,Not required,None,"[""Denial Of Service""]",254,"{""XEN"": [""4.6.0""]}",,,"[""https://xenbits.xen.org/xsa/advisory-169.html""]","[""XSA-169""]","{""XSA-169"": {""Public Release"": ""2015-12-21 11:12"", ""Updated"": ""2015-12-22 18:46"", ""Version"": ""2"", ""CVEs"": [""CVE-2015-8615""], ""Title"": ""x86: unintentional logging upon guest changing callback method""}}",,"[""5c1048565ba5b240f47203bdb67572bee73d639e""]",,
CVE-2016-3961,https://www.cvedetails.com/cve/CVE-2016-3961,2016-04-15,2016-11-28,2.1,None,None,Partial,Low,Not required,None,"[""Denial Of Service""]",20,"{""XEN"": [""4.5.3""]}",,,"[""https://xenbits.xen.org/xsa/advisory-174.html""]","[""XSA-174""]","{""XSA-174"": {""Public Release"": ""2016-04-14 12:00"", ""Updated"": ""2016-04-14 13:03"", ""Version"": ""3"", ""CVEs"": [""CVE-2016-3961""], ""Title"": ""hugetlbfs use may crash PV Linux guests""}}",,,,
CVE-2015-4103,https://www.cvedetails.com/cve/CVE-2015-4103,2015-06-03,2017-11-14,4.9,None,None,Complete,Low,Not required,None,"[""Denial Of Service""]",264,"{""XEN"": [""3.3.0"", ""3.3.1"", ""3.3.2"", ""3.4.0"", ""3.4.1"", ""3.4.2"", ""3.4.3"", ""3.4.4"", ""4.0.1"", ""4.0.2"", ""4.0.3"", ""4.0.4"", ""4.1.0"", ""4.1.1"", ""4.1.2"", ""4.1.3"", ""4.1.4"", ""4.1.5"", ""4.1.6.1"", ""4.2.0"", ""4.2.1"", ""4.2.2"", ""4.2.3"", ""4.3.0"", ""4.3.1"", ""4.3.2"", ""4.3.4"", ""4.4.0"", ""4.4.1"", ""4.5.0""]}",,,"[""https://xenbits.xen.org/xsa/advisory-128.html""]","[""XSA-128""]","{""XSA-128"": {""Public Release"": ""2015-06-02 12:00"", ""Updated"": ""2015-06-02 14:02"", ""Version"": ""2"", ""CVEs"": [""CVE-2015-4103""], ""Title"": ""Potential unintended writes to host MSI message data field via qemu""}}",,,,
CVE-2015-5154,https://www.cvedetails.com/cve/CVE-2015-5154,2015-08-12,2018-10-30,7.2,Complete,Complete,Complete,Low,Not required,None,"[""Execute Code"", ""Overflow""]",119,"{""XEN"": [""4.5.0"", ""4.5.1""]}",,,"[""https://xenbits.xen.org/xsa/advisory-138.html""]","[""XSA-138""]","{""XSA-138"": {""Public Release"": ""2015-07-27 12:00"", ""Updated"": ""2015-07-27 12:03"", ""Version"": ""2"", ""CVEs"": [""CVE-2015-5154""], ""Title"": ""QEMU heap overflow flaw while processing certain ATAPI commands.""}}",,,,
CVE-2014-2580,https://www.cvedetails.com/cve/CVE-2014-2580,2014-04-15,2014-04-16,4.4,None,None,Complete,Medium,Single system,None,"[""Denial Of Service""]",399,"{""XEN"": []}",,,"[""https://xenbits.xen.org/xsa/advisory-90.html""]","[""XSA-90""]","{""XSA-90"": {""Public Release"": ""2014-03-24 13:00"", ""Updated"": ""2014-04-02 11:49"", ""Version"": ""2"", ""CVEs"": [""CVE-2014-2580""], ""Title"": ""Linux netback crash trying to disable due to malformed packet""}}",,,,
CVE-2015-2751,https://www.cvedetails.com/cve/CVE-2015-2751,2015-04-01,2018-10-30,7.1,None,None,Complete,Medium,Not required,None,"[""Denial Of Service""]",17,"{""XEN"": [""4.3.0"", ""4.3.1"", ""4.3.2"", ""4.4.0"", ""4.4.1"", ""4.5.0""]}",,,"[""https://xenbits.xen.org/xsa/advisory-127.html""]","[""XSA-127""]","{""XSA-127"": {""Public Release"": ""2015-03-31 12:00"", ""Updated"": ""2015-03-31 12:09"", ""Version"": ""2"", ""CVEs"": [""CVE-2015-2751""], ""Title"": ""Certain domctl operations may be abused to lock up the host""}}",,"[""131a0ea637e323b1adc5f076165f349612298afa""]",,
CVE-2015-0777,https://www.cvedetails.com/cve/CVE-2015-0777,2015-04-05,2016-12-07,2.1,Partial,None,None,Low,Not required,None,"[""Obtain Information""]",200,"{""XEN"": [""3.4.0"", ""3.4.1"", ""3.4.2"", ""3.4.3"", ""3.4.4""]}",,,,,,,,,
CVE-2014-9030,https://www.cvedetails.com/cve/CVE-2014-9030,2014-11-24,2018-10-30,7.1,None,None,Complete,Medium,Not required,None,"[""Denial Of Service""]",20,"{""XEN"": [""3.2.0"", ""3.2.1"", ""3.2.2"", ""3.2.3"", ""3.3.0"", ""3.3.1"", ""3.3.2"", ""3.4.0"", ""3.4.1"", ""3.4.2"", ""3.4.3"", ""3.4.4"", ""4.0.0"", ""4.0.1"", ""4.0.2"", ""4.0.3"", ""4.0.4"", ""4.1.0"", ""4.1.1"", ""4.1.2"", ""4.1.3"", ""4.1.4"", ""4.1.5"", ""4.1.6.1"", ""4.2.0"", ""4.2.1"", ""4.2.2"", ""4.2.3"", ""4.3.0"", ""4.3.1"", ""4.4.0"", ""4.4.1""]}",,,"[""https://xenbits.xen.org/xsa/advisory-113.html""]","[""XSA-113""]","{""XSA-113"": {""Public Release"": ""2014-11-20 16:26"", ""Updated"": ""2014-11-21 12:25"", ""Version"": ""2"", ""CVEs"": [""CVE-2014-9030""], ""Title"": ""Guest effectable page reference leak in MMU_MACHPHYS_UPDATE handling""}}",,"[""6913fa31fa898f45ecc3b00e2397b8ebc75c8df4""]",,
CVE-2015-2044,https://www.cvedetails.com/cve/CVE-2015-2044,2015-03-12,2018-10-30,2.1,Partial,None,None,Low,Not required,None,"[""Obtain Information""]",200,"{""XEN"": [""3.2.0"", ""3.2.1"", ""3.2.2"", ""3.2.3"", ""3.3.0"", ""3.3.1"", ""3.3.2"", ""3.4.0"", ""3.4.1"", ""3.4.2"", ""3.4.3"", ""3.4.4"", ""4.0.0"", ""4.0.1"", ""4.0.2"", ""4.0.3"", ""4.0.4"", ""4.1.0"", ""4.1.1"", ""4.1.2"", ""4.1.3"", ""4.1.4"", ""4.1.5"", ""4.1.6.1"", ""4.2.0"", ""4.2.1"", ""4.2.2"", ""4.2.3"", ""4.3.0"", ""4.3.1"", ""4.4.0"", ""4.4.1"", ""4.5.0""]}",,,"[""https://xenbits.xen.org/xsa/advisory-121.html""]","[""XSA-121""]","{""XSA-121"": {""Public Release"": ""2015-03-05 12:00"", ""Updated"": ""2015-03-05 12:18"", ""Version"": ""3"", ""CVEs"": [""CVE-2015-2044""], ""Title"": ""Information leak via internal x86 system device emulation""}}",,"[""c9e57594e1ba5da9d705dee9f00aa4e7e925963d""]",,
CVE-2013-3495,https://www.cvedetails.com/cve/CVE-2013-3495,2013-08-28,2018-10-30,4.7,None,None,Complete,Medium,Not required,None,"[""Denial Of Service""]",264,"{""XEN"": [""3.3.0"", ""3.3.1"", ""3.3.2"", ""3.4.0"", ""3.4.1"", ""3.4.2"", ""3.4.3"", ""3.4.4"", ""4.0.0"", ""4.0.1"", ""4.0.2"", ""4.0.3"", ""4.0.4"", ""4.1.0"", ""4.1.1"", ""4.1.2"", ""4.1.3"", ""4.1.4"", ""4.1.5"", ""4.2.0"", ""4.2.1"", ""4.2.2"", ""4.3.0""]}",,,,,,,,,
CVE-2013-6400,https://www.cvedetails.com/cve/CVE-2013-6400,2013-12-13,2017-01-06,6.8,Complete,Complete,Complete,High,Not required,None,"[""Denial Of Service"", ""Gain privileges""]",264,"{""XEN"": [""4.2.0"", ""4.2.1"", ""4.2.2"", ""4.2.3"", ""4.3.0"", ""4.3.1""]}",,,,,,,,,
CVE-2013-1918,https://www.cvedetails.com/cve/CVE-2013-1918,2013-05-13,2014-04-19,4.7,None,None,Complete,Medium,Not required,None,"[""Denial Of Service"", ""Overflow""]",119,"{""XEN"": [""4.1.0"", ""4.1.1"", ""4.1.2"", ""4.1.3"", ""4.1.4"", ""4.1.5"", ""4.2.0"", ""4.2.1"", ""4.2.2""]}",,,,,,,,,
CVE-2014-1894,https://www.cvedetails.com/cve/CVE-2014-1894,2014-04-01,2017-01-06,5.2,None,None,Complete,Medium,Single system,None,"[""Denial Of Service"", ""Overflow""]",189,"{""XEN"": [""3.0.2"", ""3.0.3"", ""3.0.4"", ""3.1.3"", ""3.1.4"", ""3.2.0"", ""3.2.1"", ""3.2.2"", ""3.2.3""]}",,,"[""https://xenbits.xen.org/xsa/advisory-84.html""]","[""XSA-84""]","{""XSA-84"": {""Public Release"": ""2014-02-06 12:00"", ""Updated"": ""2014-02-10 11:29"", ""Version"": ""3"", ""CVEs"": [""CVE-2014-1891"", ""CVE-2014-1892"", ""CVE-2014-1893"", ""CVE-2014-1894""], ""Title"": ""integer overflow in several XSM/Flask hypercalls""}}",,"[""6c79e0ab9ac6042e60434c02e1d99b0cf0cc3470""]",,
CVE-2013-4356,https://www.cvedetails.com/cve/CVE-2013-4356,2013-10-09,2017-01-06,5.4,Partial,Partial,Partial,Medium,Not required,None,"[""Denial Of Service""]",264,"{""XEN"": [""4.3.0""]}",,,,,,,,,
CVE-2012-3498,https://www.cvedetails.com/cve/CVE-2012-3498,2012-11-23,2017-08-28,5.6,Partial,None,Complete,Low,Not required,None,"[""Denial Of Service""]",20,"{""XEN"": [""4.1.0"", ""4.2.0""]}",,,,,,,,,
CVE-2012-5634,https://www.cvedetails.com/cve/CVE-2012-5634,2013-02-14,2014-04-19,6.1,None,None,Complete,Low,Not required,None,"[""Denial Of Service""]",16,"{""XEN"": [""4.0.0"", ""4.1.0"", ""4.1.1"", ""4.1.2"", ""4.1.3"", ""4.1.4"", ""4.2.0"", ""4.2.1""]}",,,,,,,,,
CVE-2012-3496,https://www.cvedetails.com/cve/CVE-2012-3496,2012-11-23,2017-08-28,4.7,None,None,Complete,Medium,Not required,None,"[""Denial Of Service""]",16,"{""XEN"": [""4.0.0"", ""4.1.0"", ""4.2.0""]}",,,,,,,,,
CVE-2012-5511,https://www.cvedetails.com/cve/CVE-2012-5511,2012-12-13,2017-08-28,4.7,None,None,Complete,Medium,Not required,None,"[""Denial Of Service"", ""Overflow""]",119,"{""XEN"": [""3.4.0"", ""3.4.1"", ""3.4.2"", ""3.4.3"", ""3.4.4"", ""4.0.0"", ""4.0.1"", ""4.0.2"", ""4.0.3"", ""4.0.4"", ""4.1.0""]}",,,,,,,,,
CVE-2012-5510,https://www.cvedetails.com/cve/CVE-2012-5510,2012-12-13,2017-08-28,4.7,None,None,Complete,Medium,Not required,None,"[""Denial Of Service""]",,"{""XEN"": [""4.0.0"", ""4.0.1"", ""4.0.2"", ""4.0.3"", ""4.0.4"", ""4.1.0"", ""4.1.1"", ""4.1.2"", ""4.1.3"", ""4.2.0""]}",,,,,,,,,
