CVE,CVE URL,Publish Date,Last Update Date,CVSS Score,Confidentiality Impact,Integrity Impact,Availability Impact,Access Complexity,Authentication,Gained Access,Vulnerability Types,CWE,Affected Product Versions,Bugzilla URLs,Bugzilla IDs,Advisory URLs,Advisory IDs,Advisory Info,Git URLs,Git Commit Hashes,SVN URLs,SVN Revision Numbers
CVE-2016-9385,https://www.cvedetails.com/cve/CVE-2016-9385,2017-01-23,2017-06-30,4.9,None,None,Complete,Low,Not required,None,"[""Denial Of Service""]",20,"{""XEN"": [""4.4.0"", ""4.4.1"", ""4.4.2"", ""4.4.3"", ""4.4.4"", ""4.5.0"", ""4.5.1"", ""4.5.2"", ""4.5.3"", ""4.5.5"", ""4.6.0"", ""4.6.1"", ""4.6.3"", ""4.6.4"", ""4.7.0"", ""4.7.1""]}",,,"[""https://xenbits.xen.org/xsa/advisory-193.html""]","[""XSA-193""]","{""XSA-193"": {""Public Release"": ""2016-11-22 12:00"", ""Updated"": ""2016-11-22 12:00"", ""Version"": ""3"", ""CVEs"": [""CVE-2016-9385""], ""Title"": ""x86 segment base write emulation lacking canonical address checks""}}",,"[""1827d5252cf9764d4d5774059905aa21a8c69c80"", ""274a1f6dab3e9f4ac339831211c6f779bc33e777"", ""fcab9d3c6a539fc2928963f53d5a2cb6511d1b4b"", ""2cd9fa043e176c777a0e7430a4b82283d85746fc"", ""f3fa3abf3e61fb1f25ce721e14ac324dda67311f""]",,
CVE-2017-10913,https://www.cvedetails.com/cve/CVE-2017-10913,2017-07-04,2019-10-02,7.5,Partial,Partial,Partial,Low,Not required,None,"[""Gain privileges"", ""Obtain Information""]",,"{""XEN"": [""4.8.1""]}",,,"[""https://xenbits.xen.org/xsa/advisory-218.html""]","[""XSA-218""]","{""XSA-218"": {""Public Release"": ""2017-06-20 12:00"", ""Updated"": ""2017-07-07 13:52"", ""Version"": ""5"", ""CVEs"": [""CVE-2017-10913"", ""CVE-2017-10914""], ""Title"": ""Races in the grant table unmap code""}}",,"[""c5de05e82fc0e6d2159fd3ff97d26f5516542a08"", ""773094e2403906fe1352377542da51fda4f98bfc"", ""e39a2483ef8231b7b16936c87bf0f02348d6fb94"", ""87e0e5d577f11c7959710c5f4ae1a6ffcab6406c"", ""819044abe469014b163a8a148d63daca798f0a6f"", ""8083370aef54d4debde7cb2858450055356ee9be"", ""865d5bb4b365909b0a8f08027abdaa7329a2e13e"", ""c4ad29d35a6a79f83b38f1d8d721040dd13b680a"", ""0d6d54542fc3475546f2340bc6178b6915c4fe6c"", ""ca71eb31d69a87895a74444c72951308f3f7c906"", ""c7dab25933b032ae80897c1cfaefd7ccefb7156e"", ""ca974091c8558cd16d4f8b2cd8364f5817e57eaf"", ""68e0184422d31b62730f68ed70e42c3fef8b2dc4"", ""8aad3a9d78cb1fb55d2293bea1e3b5866d53a4ad"", ""9bcfcdbec046deab54216bbe780a72c23427d9ac"", ""4b78efa91c8ae3c42e14b8eaeaad773c5eb3b71a"", ""b7f6cbb9d43f7384e1f38f8764b9a48216c8a525"", ""9a0bd460cfc28564d39fa23541bb872b13e7f7ea""]",,
CVE-2015-8615,https://www.cvedetails.com/cve/CVE-2015-8615,2016-01-08,2016-11-28,2.1,None,None,Partial,Low,Not required,None,"[""Denial Of Service""]",254,"{""XEN"": [""4.6.0""]}",,,"[""https://xenbits.xen.org/xsa/advisory-169.html""]","[""XSA-169""]","{""XSA-169"": {""Public Release"": ""2015-12-21 11:12"", ""Updated"": ""2015-12-22 18:46"", ""Version"": ""2"", ""CVEs"": [""CVE-2015-8615""], ""Title"": ""x86: unintentional logging upon guest changing callback method""}}",,"[""eb32a519f5945dc7465f1f4f555e2dd9654250b7"", ""5c1048565ba5b240f47203bdb67572bee73d639e""]",,
CVE-2015-4163,https://www.cvedetails.com/cve/CVE-2015-4163,2015-06-15,2018-10-30,4.9,None,None,Complete,Low,Not required,None,"[""Denial Of Service""]",,"{""XEN"": [""4.2.0"", ""4.2.1"", ""4.2.2"", ""4.2.3"", ""4.3.0"", ""4.3.1"", ""4.3.4"", ""4.4.0"", ""4.4.1"", ""4.5.0""]}",,,"[""https://xenbits.xen.org/xsa/advisory-134.html""]","[""XSA-134""]","{""XSA-134"": {""Public Release"": ""2015-06-11 12:00"", ""Updated"": ""2015-06-11 12:28"", ""Version"": ""3"", ""CVEs"": [""CVE-2015-4163""], ""Title"": ""GNTTABOP_swap_grant_ref operation misbehavior""}}",,"[""38efe18898fb5d6b9253ad678407756922551fa1"", ""2f56b032bc31fa663a104dd2bc51a1a4cbc6595d"", ""bcfa8d6142daff0b37f4c4cf19c57062cb9ef25e"", ""fcfbdb43336a8c1f1c9f34940eeb5fab4ef1760c"", ""5d5c09d853d3f212861f70c577c65d1703f752ae""]",,
CVE-2015-7969,https://www.cvedetails.com/cve/CVE-2015-7969,2015-10-30,2018-10-30,4.9,None,None,Complete,Low,Not required,None,"[""Denial Of Service""]",399,"{""XEN"": [""4.0.0"", ""4.0.1"", ""4.0.2"", ""4.0.3"", ""4.0.4"", ""4.1.0"", ""4.1.1"", ""4.1.2"", ""4.1.3"", ""4.1.4"", ""4.1.5"", ""4.1.6.1"", ""4.2.0"", ""4.2.1"", ""4.2.2"", ""4.2.3"", ""4.3.0"", ""4.3.1"", ""4.3.2"", ""4.3.4"", ""4.4.0"", ""4.4.1"", ""4.5.0"", ""4.5.1"", ""4.6.0""]}",,,"[""https://xenbits.xen.org/xsa/advisory-151.html"", ""https://xenbits.xen.org/xsa/advisory-149.html""]","[""XSA-151"", ""XSA-149""]","{""XSA-151"": {""Public Release"": ""2015-10-29 11:59"", ""Updated"": ""2015-10-29 11:59"", ""Version"": ""3"", ""CVEs"": [""CVE-2015-7969""], ""Title"": ""x86: leak of per-domain profiling-related vcpu pointer array""}, ""XSA-149"": {""Public Release"": ""2015-10-29 11:59"", ""Updated"": ""2015-10-29 11:59"", ""Version"": ""3"", ""CVEs"": [""CVE-2015-7969""], ""Title"": ""leak of main per-domain vcpu pointer array""}}",,"[""7f28d311a80e9d33d8270d6fb7b949dd4eef37f0"", ""d7f7c5c6559ac3fa52dba5d8fe952b2c00f962db"", ""76782e03f49d0ac79451db92a11877d2add8e811"", ""63c4744f4eef34af1cd77a2abb3edaf46c0d9fd1"", ""8dbbba74b38da95ae64ebcf171f88a1b67019f4c"", ""fd4d3cfd513ccbc2df795b6da374f2686543f121"", ""429f0cd270851462783fc6d56d6bae9cbb40bdca"", ""2c57108c36eaa10885b7d0daad534348717e4f9d"", ""6e97c4b37386c2d09e09e9b5d5d232e37728b960"", ""d46896ebbb23f3a9fef2eb6066ae614fd1acfd96""]",,
CVE-2015-7835,https://www.cvedetails.com/cve/CVE-2015-7835,2015-10-30,2018-10-30,7.2,Complete,Complete,Complete,Low,Not required,None,"[""Gain privileges""]",20,"{""XEN"": [""3.4.0"", ""3.4.1"", ""3.4.2"", ""3.4.3"", ""3.4.4"", ""4.0.0"", ""4.0.1"", ""4.0.2"", ""4.0.3"", ""4.0.4"", ""4.1.0"", ""4.1.1"", ""4.1.2"", ""4.1.3"", ""4.1.4"", ""4.1.5"", ""4.1.6.1"", ""4.2.0"", ""4.2.1"", ""4.2.2"", ""4.2.3"", ""4.3.0"", ""4.3.1"", ""4.3.2"", ""4.3.4"", ""4.4.0"", ""4.4.1"", ""4.5.0"", ""4.5.1"", ""4.6.0""]}",,,"[""https://xenbits.xen.org/xsa/advisory-148.html""]","[""XSA-148""]","{""XSA-148"": {""Public Release"": ""2015-10-29 11:59"", ""Updated"": ""2015-10-29 11:59"", ""Version"": ""4"", ""CVEs"": [""CVE-2015-7835""], ""Title"": ""x86: Uncontrolled creation of large page mappings by PV guests""}}",,"[""3be91e6c200af155a1badefc5945008c8da12ce7"", ""a6646a52fd7aad00c6d50668f7ae362288ec9a98"", ""d2fa0eeaba32fab85db9046acc2021a9c112051a"", ""2d094bd87072e26ac29b07917d31fcbf13892288"", ""fe360c90ea13f309ef78810f1a2b92f2ae3b30b8""]",,
CVE-2015-5307,https://www.cvedetails.com/cve/CVE-2015-5307,2015-11-16,2017-05-23,4.9,None,None,Complete,Low,Not required,None,"[""Denial Of Service""]",399,"{""XEN"": [""4.3.0"", ""4.3.1"", ""4.3.2"", ""4.3.3"", ""4.3.4"", ""4.4.0"", ""4.4.1"", ""4.4.2"", ""4.4.3"", ""4.5.0"", ""4.5.1"", ""4.5.2"", ""4.6.0""]}",,,"[""https://xenbits.xen.org/xsa/advisory-156.html""]","[""XSA-156""]","{""XSA-156"": {""Public Release"": ""2015-11-10 00:01"", ""Updated"": ""2015-11-10 00:07"", ""Version"": ""2"", ""CVEs"": [""CVE-2015-5307"", ""CVE-2015-8104""], ""Title"": ""x86: CPU lockup during exception delivery""}}",,"[""fd1e4cc4d1d100337931b6f6dc50ed0b9766968a"", ""26b09fa24faff16b3795b3d47088b17727a4e670"", ""6d8233dc06f75150ab6f7a3a4df1fd815d148b4d"", ""e3b0c81ba143939282d99d7cdc041f95bae9c917"", ""bd2239d9fa975a1ee5bcd27c218ae042cd0a57bc""]",,
CVE-2015-8104,https://www.cvedetails.com/cve/CVE-2015-8104,2015-11-16,2017-05-23,4.7,None,None,Complete,Medium,Not required,None,"[""Denial Of Service""]",399,"{""XEN"": [""4.3.0"", ""4.3.1"", ""4.3.2"", ""4.3.3"", ""4.3.4"", ""4.4.0"", ""4.4.1"", ""4.4.2"", ""4.4.3"", ""4.5.0"", ""4.5.1"", ""4.5.2"", ""4.6.0""]}",,,"[""https://xenbits.xen.org/xsa/advisory-156.html""]","[""XSA-156""]","{""XSA-156"": {""Public Release"": ""2015-11-10 00:01"", ""Updated"": ""2015-11-10 00:07"", ""Version"": ""2"", ""CVEs"": [""CVE-2015-5307"", ""CVE-2015-8104""], ""Title"": ""x86: CPU lockup during exception delivery""}}",,"[""fd1e4cc4d1d100337931b6f6dc50ed0b9766968a"", ""26b09fa24faff16b3795b3d47088b17727a4e670"", ""6d8233dc06f75150ab6f7a3a4df1fd815d148b4d"", ""e3b0c81ba143939282d99d7cdc041f95bae9c917"", ""bd2239d9fa975a1ee5bcd27c218ae042cd0a57bc""]",,
CVE-2014-8867,https://www.cvedetails.com/cve/CVE-2014-8867,2014-12-01,2018-10-30,4.9,None,None,Complete,Low,Not required,None,"[""Denial Of Service""]",17,"{""XEN"": [""3.2.0"", ""3.2.1"", ""3.2.2"", ""3.2.3"", ""4.4.0"", ""4.4.1""]}",,,"[""https://xenbits.xenproject.org/xsa/advisory-112.html""]","[""XSA-112""]","{""XSA-112"": {""Public Release"": ""2014-11-27 11:25"", ""Updated"": ""2014-11-27 11:25"", ""Version"": ""5"", ""CVEs"": [""CVE-2014-8867""], ""Title"": ""Insufficient bounding of \""REP MOVS\"" to MMIO emulated inside the hypervisor""}}",,"[""3e5c06aeea1ff91c3f2247baae372936b67cf411"", ""e0921ec746410f0a07eb3767e95e5eda25d4934a"", ""a39f202031d7f1d8d9e14b8c3d7d11c812db253e"", ""c5397354b998d030b021810b8202de93b9526818""]",,
CVE-2014-2599,https://www.cvedetails.com/cve/CVE-2014-2599,2014-03-28,2017-01-06,4.9,None,None,Complete,Low,Not required,None,"[""Denial Of Service""]",20,"{""XEN"": [""4.1.0"", ""4.1.1"", ""4.1.2"", ""4.1.3"", ""4.1.4"", ""4.1.5"", ""4.1.6.1"", ""4.2.0"", ""4.2.1"", ""4.2.2"", ""4.2.3"", ""4.3.0"", ""4.3.1"", ""4.3.2"", ""4.4.0""]}",,,"[""https://xenbits.xen.org/xsa/advisory-89.html""]","[""XSA-89""]","{""XSA-89"": {""Public Release"": ""2014-03-25 12:00"", ""Updated"": ""2014-04-02 11:45"", ""Version"": ""3"", ""CVEs"": [""CVE-2014-2599""], ""Title"": ""HVMOP_set_mem_access is not preemptible""}}",,"[""cfe54268832a964fd873ef1364bc9556ea9d6591"", ""f7e1fc377a9b44d68c557df5e761794fba88f55e"", ""ce89055575860c4100370133ab488979a83ad49a"", ""babcef372ae2ca9c4f4212398803015eb250f764"", ""0fe53c4f279e1a8ef913e71ed000236d21ce96de""]",,
CVE-2015-2150,https://www.cvedetails.com/cve/CVE-2015-2150,2015-03-12,2018-10-30,4.9,None,None,Complete,Low,Not required,None,"[""Denial Of Service""]",264,"{""XEN"": [""3.3.0"", ""3.3.1"", ""3.3.2"", ""3.4.0"", ""3.4.1"", ""3.4.2"", ""3.4.3"", ""3.4.4"", ""4.0.0"", ""4.0.1"", ""4.0.2"", ""4.0.3"", ""4.0.4"", ""4.1.0"", ""4.1.1"", ""4.1.2"", ""4.1.3"", ""4.1.4"", ""4.1.5"", ""4.1.6.1"", ""4.2.0"", ""4.2.1"", ""4.2.2"", ""4.2.3"", ""4.3.0"", ""4.3.1"", ""4.4.0"", ""4.4.1"", ""4.5.0""]}",,,"[""https://xenbits.xen.org/xsa/advisory-120.html""]","[""XSA-120""]","{""XSA-120"": {""Public Release"": ""2015-03-10 12:00"", ""Updated"": ""2015-03-31 16:13"", ""Version"": ""5"", ""CVEs"": [""CVE-2015-2150""], ""Title"": ""Non-maskable interrupts triggerable by guests""}}",,,,
CVE-2014-8594,https://www.cvedetails.com/cve/CVE-2014-8594,2014-11-19,2018-10-30,5.4,None,None,Complete,High,Not required,None,"[""Denial Of Service""]",20,"{""XEN"": [""4.0.0"", ""4.0.1"", ""4.0.2"", ""4.0.3"", ""4.0.4"", ""4.1.0"", ""4.1.1"", ""4.1.2"", ""4.1.3"", ""4.1.4"", ""4.1.5"", ""4.1.6.1"", ""4.2.0"", ""4.2.1"", ""4.2.2"", ""4.2.3"", ""4.3.0"", ""4.3.1""]}",,,"[""https://xenbits.xen.org/xsa/advisory-109.html""]","[""XSA-109""]","{""XSA-109"": {""Public Release"": ""2014-11-18 12:00"", ""Updated"": ""2015-01-20 18:14"", ""Version"": ""4"", ""CVEs"": [""CVE-2014-8594""], ""Title"": ""Insufficient restrictions on certain MMU update hypercalls""}}",,"[""6791ab169fe6b2cd7c69a5140cd229d036e706b0"", ""c6e304d8335c9d8c447d743fd1163fbe8bccf245"", ""2693b755b559ca007599572837f7e83ebdd1681c"", ""e4292c5aac41b80f33d4877104348d5ee7c95aa4""]",,
CVE-2014-7188,https://www.cvedetails.com/cve/CVE-2014-7188,2014-10-02,2018-10-30,8.3,Complete,Complete,Complete,Low,Not required,None,"[""Denial Of Service""]",399,"{""XEN"": [""4.1.0"", ""4.1.1"", ""4.1.2"", ""4.1.3"", ""4.1.4"", ""4.1.5"", ""4.1.6.1"", ""4.2.0"", ""4.2.1"", ""4.2.2"", ""4.2.3"", ""4.3.0"", ""4.3.1"", ""4.4.0"", ""4.4.1""]}",,,"[""https://xenbits.xen.org/xsa/advisory-108.html""]","[""XSA-108""]","{""XSA-108"": {""Public Release"": ""2014-10-01 12:00"", ""Updated"": ""2014-10-01 12:02"", ""Version"": ""4"", ""CVEs"": [""CVE-2014-7188""], ""Title"": ""Improper MSR range used for x2APIC emulation""}}",,"[""fad105dd0ac1a224d91757afee01acd4566f7e82"", ""534084207cca8e2060b2ed2fe1c8b7190a3e1897"", ""c6de14eebd7b414c25094e942f24b2791d7c66c2"", ""61fdda7acf3de11f3d50d50e5b4f4ecfac7e0d04""]",,
CVE-2015-3340,https://www.cvedetails.com/cve/CVE-2015-3340,2015-04-28,2018-10-30,2.9,Partial,None,None,Medium,Not required,None,"[""Obtain Information""]",200,"{""XEN"": [""4.2.0"", ""4.2.1"", ""4.2.2"", ""4.2.3"", ""4.2.4"", ""4.2.5"", ""4.3.0"", ""4.3.1"", ""4.3.2"", ""4.3.3"", ""4.3.4"", ""4.4.0"", ""4.4.1"", ""4.4.2"", ""4.5.0""]}",,,"[""https://xenbits.xen.org/xsa/advisory-132.html""]","[""XSA-132""]","{""XSA-132"": {""Public Release"": ""2015-04-20 17:10"", ""Updated"": ""2015-04-22 13:20"", ""Version"": ""2"", ""CVEs"": [""CVE-2015-3340""], ""Title"": ""Information leak through XEN_DOMCTL_gettscinfo""}}",,"[""7e527e2ab6c95ef84035d02e9e50b956a0d469c9"", ""58db71c5cdd48126b9380c230dc5b61554bad7d8"", ""5365c7b98240acdaac2a332fe2070d5cc5aa596f"", ""f2e08aa5b1bb470b2847d71490e28dfd96bcc2af"", ""4ff3449f0e9d175ceb9551d3f2aecb59273f639d""]",,
CVE-2014-1893,https://www.cvedetails.com/cve/CVE-2014-1893,2014-04-01,2017-01-06,5.2,None,None,Complete,Medium,Single system,None,"[""Denial Of Service"", ""Overflow""]",189,"{""XEN"": [""3.2.0"", ""3.2.1"", ""3.2.2"", ""3.2.3"", ""3.3.0"", ""3.3.1"", ""3.3.2"", ""3.4.0"", ""3.4.1"", ""3.4.2"", ""3.4.3"", ""3.4.4"", ""4.0.0"", ""4.0.1"", ""4.0.2"", ""4.0.3"", ""4.0.4"", ""4.1.0"", ""4.1.1"", ""4.1.2"", ""4.1.3"", ""4.1.4"", ""4.1.5"", ""4.1.6.1""]}",,,"[""https://xenbits.xen.org/xsa/advisory-84.html""]","[""XSA-84""]","{""XSA-84"": {""Public Release"": ""2014-02-06 12:00"", ""Updated"": ""2014-02-10 11:29"", ""Version"": ""3"", ""CVEs"": [""CVE-2014-1891"", ""CVE-2014-1892"", ""CVE-2014-1893"", ""CVE-2014-1894""], ""Title"": ""integer overflow in several XSM/Flask hypercalls""}}",,"[""f0d0e5efe15a8ce53eaaeee64cf568358ec197ca"", ""6c6b5568e8d2342de1bb653eb70aee4615430db0"", ""e9c5e56b4c17fd1ce28577df23cc53cc62c0d792"", ""6c79e0ab9ac6042e60434c02e1d99b0cf0cc3470""]",,
CVE-2013-1920,https://www.cvedetails.com/cve/CVE-2013-1920,2013-04-12,2017-08-28,4.4,Partial,Partial,Partial,Medium,Not required,None,"[""Gain privileges""]",264,"{""XEN"": [""3.0.2"", ""3.0.3"", ""3.0.4"", ""3.1.3"", ""3.1.4"", ""3.2.0"", ""3.2.1"", ""3.2.2"", ""3.2.3"", ""3.3.0"", ""3.3.1"", ""3.3.2"", ""3.4.0"", ""3.4.1"", ""3.4.2"", ""3.4.3"", ""3.4.4"", ""4.0.0"", ""4.0.1"", ""4.0.2"", ""4.0.3"", ""4.0.4"", ""4.1.0"", ""4.1.1"", ""4.1.2"", ""4.1.3"", ""4.1.4"", ""4.2.0"", ""4.2.1""]}",,,,,,,,,
CVE-2012-6036,https://www.cvedetails.com/cve/CVE-2012-6036,2012-11-23,2017-08-28,4.4,Partial,Partial,Partial,Medium,Not required,None,"[""Denial Of Service"", ""Execute Code"", ""Memory corruption""]",264,"{""XEN"": [""4.0.0"", ""4.1.0"", ""4.2.0""]}",,,,,,,,,
CVE-2013-0152,https://www.cvedetails.com/cve/CVE-2013-0152,2013-02-12,2013-10-10,4.7,None,None,Complete,Medium,Not required,None,"[""Denial Of Service""]",399,"{""XEN"": [""4.2.0""]}",,,,,,,,,
